"siteid","spid","x","y","occ","group","bc01","bc04","bc05","bc06","bc12","bc15","bc17","bc20","bc31","bc33","slope","topo","tri"
104473,"pseudo1",417335.8252,7927527.848,0,NA,24,0.9899999,31.8,14,1886,102,90,18.9,48,0.23,0,50,0
104474,"pseudo1",312935.8252,8187047.848,0,NA,19.4,0.94,27.5,10.9,2065,85,139,18.7,32,0.4,33.49834,100,711.6425
104475,"pseudo1",364455.8252,8007287.848,0,NA,23.7,0.97,32,13.4,2504,83,180,18.3,27,0.49,0,50,130.2344
104476,"pseudo1",315495.8252,8198487.848,0,NA,23.1,0.86,30.1,14.9,2244,90,124,18.6,43,0.26,25.53942,100,922.7356
104477,"pseudo1",297175.8252,8213207.848,0,NA,21.7,0.92,29.2,13,1611,96,77,19.1,55,0.17,33.92901,20,1032.747
104478,"pseudo1",369895.8252,8114727.848,0,NA,24.3,0.82,31.3,16,2072,97,95,18.8,50,0.21,0,50,0
104479,"pseudo1",413815.8252,7889287.848,0,NA,22,1.08,30.7,11.7,1117,104,48,19.7,61,0.13,2.841071,56,68.19824
104480,"pseudo1",383335.8252,8091047.848,0,NA,23.3,0.86,30.5,15,3917,77,302,17.7,14,0.74,24.70383,74,484.4254
104481,"pseudo1",438535.8252,7873367.848,0,NA,22.1,1.07,30.5,12,1175,107,48,19.6,61,0.13,57.15753,19,1351.839
104482,"pseudo1",415655.8252,7920567.848,0,NA,24.1,1,31.9,13.9,1845,104,82,19,50,0.21,0.2277049,4,6.855655
104483,"pseudo1",374535.8252,8004647.848,0,NA,23.8,0.96,31.8,13.8,2594,86,169,18.3,27,0.49,0.005736613,50,0
104484,"pseudo1",337415.8252,8041607.848,0,NA,19.1,1.03,28.3,9.2,1578,80,108,19.1,29,0.44,19.75489,25,845.7778
104485,"pseudo1",353655.8252,8016407.848,0,NA,19.8,1.03,28.8,10,2127,72,183,18.5,18,0.64,0,0,111.5572
104486,"pseudo1",263655.8252,8207767.848,0,NA,21.5,0.96,29.7,11.8,1001,111,0,19.9,80,0.05,9.663869,36,139.474
104487,"pseudo1",379495.8252,8111687.848,0,NA,21.6,0.87,29.1,13.7,2881,79,204,18.2,24,0.54,46.15033,80,1508.647
104488,"pseudo1",395655.8252,8054087.848,0,NA,23.4,0.89,30.8,14.8,3377,77,251,17.9,18,0.66,0.1645319,27,9.797959
104489,"pseudo1",325575.8252,8088167.848,0,NA,18.4,1,27.5,8.900001,1577,86,97,19,34,0.37,35.20378,26,523.2562
104490,"pseudo1",336135.8252,8100487.848,0,NA,20.8,0.94,29.8,10.9,1104,103,39,19.7,64,0.09999999,2.264936,48,186.6869
104491,"pseudo1",353735.8252,7988327.848,0,NA,20.9,1.05,30,10.6,1243,89,86,19.5,44,0.27,7.804793,43,204.3013
104492,"pseudo1",357335.8252,8081847.848,0,NA,20,0.95,28.5,10.9,2223,74,173,18.5,24,0.55,3.927242,1,126.4239
104493,"pseudo1",276615.8252,8186647.848,0,NA,21.1,0.96,29.4,11.3,1023,107,32,19.8,74,0.08,9.431019,33,331.4197
104494,"pseudo1",341255.8252,8084647.848,0,NA,19.9,0.98,28.9,10.1,1465,85,89,19.2,40,0.29,4.382574,50,313.016
104495,"pseudo1",405735.8252,7945287.848,0,NA,23,1,31,13.2,1949,98,99,18.9,42,0.27,26.05473,18,1060.818
104496,"pseudo1",372855.8252,8084967.848,0,NA,22.9,0.89,30.6,14.1,3307,78,250,17.9,20,0.62,13.49794,0,743.0087
104497,"pseudo1",491495.8252,7831127.848,0,NA,23.6,1.09,32,12.2,923,106,41,19.8,76,0.09,1.440351,67,54.70832
104498,"pseudo1",414615.8252,7920167.848,0,NA,24.1,1,32,13.9,1837,104,81,19,50,0.21,0.02989534,0,5.91608
104499,"pseudo1",289575.8252,8201607.848,0,NA,18.2,0.97,26.7,9.7,2260,83,162,18.5,27,0.5,15.32136,75,416.2787
104500,"pseudo1",313015.8252,8179607.848,0,NA,17.9,0.96,26.4,9.7,2596,79,198,18.3,19,0.63,10.88333,100,492.6764
104501,"pseudo1",399735.8252,7924247.848,0,NA,23.4,1.03,31.7,13.1,1628,103,76,19.2,52,0.2,19.9616,99,846.2003
104502,"pseudo1",288295.8252,8211607.848,0,NA,18.6,0.96,27,10.2,2152,85,150,18.6,30,0.44,18.81115,73,368.4345
104503,"pseudo1",388375.8252,8007367.848,0,NA,23.7,0.94,31.5,14.2,2898,84,205,18.2,23,0.56,0,50,0
104504,"pseudo1",307095.8252,8190887.848,0,NA,18.4,0.96,26.8,10.1,2358,82,173,18.4,25,0.53,4.890543,43,263.5659
104505,"pseudo1",490935.8252,7830647.848,0,NA,23.6,1.09,32,12.2,921,106,41,19.8,76,0.09,0.4449679,100,28.35489
104506,"pseudo1",386695.8252,8028407.848,0,NA,19.6,0.98,28,11.1,3517,70,315,17.8,4,0.93,22.98807,26,769.8305
104507,"pseudo1",345175.8252,8056167.848,0,NA,18.3,1.02,27.3,9.1,2392,72,198,18.3,13,0.74,9.909412,36,787.4839
104508,"pseudo1",383655.8252,8080327.848,0,NA,23.7,0.87,31,15.1,4139,75,328,17.6,11,0.79,0,50,9.273619
104509,"pseudo1",452215.8252,7874567.848,0,NA,23.8,1.02,31.4,13.6,1145,108,45,19.6,69,0.11,0.02089725,0,57.18391
104510,"pseudo1",416535.8252,7888727.848,0,NA,21.9,1.08,30.6,11.7,1151,104,50,19.6,60,0.14,0,50,29.91655
104511,"pseudo1",358455.8252,8143607.848,0,NA,24.5,0.8,31.2,16.5,1918,98,88,18.9,55,0.18,2.607936,0,76.59634
104512,"pseudo1",337655.8252,8038007.848,0,NA,20.3,1.02,29.4,10,1553,79,111,19.1,32,0.41,9.083697,14,295.244
104513,"pseudo1",332055.8252,8199447.848,0,NA,24.6,0.78,31,17.3,3041,86,186,18.2,34,0.38,0,50,0
104514,"pseudo1",499175.8252,7867207.848,0,NA,23.9,0.98,31,14.6,1144,109,47,19.5,69,0.11,2.481196,17,112.7253
104515,"pseudo1",405975.8252,7934247.848,0,NA,24,1,32,13.8,1853,101,92,19,48,0.23,0.3887038,71,14.21267
104516,"pseudo1",365175.8252,8126327.848,0,NA,24.3,0.81,31.3,16.2,2083,96,100,18.8,50,0.21,0,50,18.62794
104517,"pseudo1",380215.8252,8021527.848,0,NA,22.5,0.96,30.5,13.1,3090,76,255,18,15,0.71,32.78209,80,976.3171
104518,"pseudo1",387975.8252,8080087.848,0,NA,23.7,0.86,30.9,15.3,4112,75,323,17.6,12,0.78,0,50,0
104519,"pseudo1",327015.8252,8088007.848,0,NA,18.2,1.01,27.2,8.8,1727,84,112,18.9,29,0.45,24.2752,29,438.1233
104520,"pseudo1",432775.8252,7879927.848,0,NA,20.5,1.1,29.4,10.8,1505,103,73,19.2,45,0.24,26.3582,22,579.6413
104521,"pseudo1",352375.8252,8148007.848,0,NA,22,0.87,29.6,13.5,2033,89,117,18.8,41,0.28,2.117033,0,140.1606
104522,"pseudo1",303335.8252,8198487.848,0,NA,22.4,0.9,29.8,13.7,1622,96,75,19.1,56,0.16,9.165906,0,1325.186
104523,"pseudo1",373815.8252,8020247.848,0,NA,23.7,0.95,31.7,13.8,3347,75,285,17.9,15,0.7,7.428808,29,113.9781
104524,"pseudo1",435735.8252,7885767.848,0,NA,19.7,1.11,28.6,10.2,1983,100,110,18.8,30,0.43,75.683,54,1910.544
104525,"pseudo1",291175.8252,8218727.848,0,NA,21.8,0.93,29.2,13,1500,99,64,19.3,60,0.14,21.54221,67,595.3478
104526,"pseudo1",340375.8252,8074407.848,0,NA,19.6,0.9899999,28.5,9.900001,1731,76,129,18.9,30,0.44,11.11422,0,563.3862
104527,"pseudo1",302615.8252,8212967.848,0,NA,22.9,0.88,30,14.5,1900,94,90,18.9,52,0.18,26.79953,0,547.213
104528,"pseudo1",366855.8252,8070567.848,0,NA,21,0.94,29.3,11.9,3126,70,256,18,15,0.73,84.42606,57,1266.434
104529,"pseudo1",311895.8252,8214007.848,0,NA,22.8,0.87,29.8,14.8,2257,90,124,18.6,43,0.26,7.62483,33,287.5413
104530,"pseudo1",326055.8252,8211127.848,0,NA,19.5,0.91,27.2,11.9,2696,80,208,18.2,24,0.55,29.74279,0,1312.322
104531,"pseudo1",462455.8252,7865047.848,0,NA,23.8,1.03,31.4,13.5,1023,109,40,19.7,73,0.09,0.1217335,59,5.477226
104532,"pseudo1",370215.8252,8022487.848,0,NA,23.7,0.95,31.8,13.8,3323,75,290,17.9,16,0.69,0,0,61.7252
104533,"pseudo1",300935.8252,8216167.848,0,NA,22.6,0.9,29.8,14.1,1814,95,84,19,53,0.17,11.0194,47,210.4994
104534,"pseudo1",351975.8252,8078967.848,0,NA,19.9,0.97,28.6,10.6,1908,77,141,18.7,28,0.47,8.624388,50,112.2408
104535,"pseudo1",344135.8252,8075927.848,0,NA,19.6,0.98,28.5,10,1880,74,144,18.7,27,0.49,12.3362,32,164.332
104536,"pseudo1",380695.8252,7920087.848,0,NA,20.5,1.11,29.7,10.3,1245,95,71,19.5,47,0.23,6.877436,50,160.1936
104537,"pseudo1",366375.8252,7944727.848,0,NA,20.7,1.09,29.9,10.4,1206,93,76,19.5,47,0.23,6.932933,100,391.4103
104538,"pseudo1",365895.8252,8028327.848,0,NA,22.9,0.96,31.1,13,2964,74,253,18,17,0.66,5.096729,37,292.6072
104539,"pseudo1",373095.8252,7976887.848,0,NA,19.2,1.07,28.3,9.8,2079,81,169,18.6,20,0.61,2.176739,100,893.1848
104540,"pseudo1",388455.8252,7980087.848,0,NA,23.8,0.97,31.7,13.8,2021,99,92,18.8,43,0.27,3.444087,58,158.7482
104541,"pseudo1",313095.8252,8183927.848,0,NA,18.3,0.96,26.7,10.1,2461,81,184,18.4,23,0.57,11.72932,3,703.2581
104542,"pseudo1",372615.8252,7967527.848,0,NA,22.5,1.02,31.1,12.2,1499,97,82,19.2,47,0.24,48.95399,53,1311.229
104543,"pseudo1",423655.8252,7970647.848,0,NA,21.9,0.97,29.6,13.2,2490,91,156,18.5,27,0.48,39.69391,41,1402.18
104544,"pseudo1",293495.8252,8211847.848,0,NA,19.6,0.95,27.7,11,1920,88,124,18.8,37,0.32,9.22084,68,301.7201
104545,"pseudo1",406615.8252,7898967.848,0,NA,19.5,1.13,28.7,9.7,2011,98,115,18.8,28,0.47,0,64,133.7685
104546,"pseudo1",381655.8252,7922887.848,0,NA,21.8,1.08,30.7,11.3,1096,100,54,19.7,58,0.15,57.10073,45,1719.152
104547,"pseudo1",365175.8252,7946327.848,0,NA,20.9,1.09,30.1,10.5,1164,93,72,19.6,49,0.22,6.551618,13,189.8104
104548,"pseudo1",269175.8252,8220807.848,0,NA,21.1,0.96,29.1,11.7,1210,105,41,19.6,69,0.09,24.40341,80,281.5084
104549,"pseudo1",345895.8252,8012567.848,0,NA,19.8,1.05,28.9,9.7,1743,75,140,18.9,25,0.51,17.29255,21,451.8185
104550,"pseudo1",260455.8252,8201607.848,0,NA,20.5,0.97,29,10.8,1162,103,41,19.6,67,0.09999999,35.41668,17,1264.147
104551,"pseudo1",399735.8252,8034007.848,0,NA,23.5,0.91,30.9,14.8,3333,77,247,17.9,18,0.66,0,50,0
104552,"pseudo1",359495.8252,8006567.848,0,NA,22.8,0.9899999,31.3,12.5,2080,83,152,18.6,30,0.44,14.53156,9,911.5531
104553,"pseudo1",311095.8252,8198967.848,0,NA,22.7,0.88,29.9,14.3,1960,92,102,18.8,48,0.22,20.22976,36,510.5938
104554,"pseudo1",384375.8252,8041687.848,0,NA,22.6,0.93,30.4,13.7,3421,76,279,17.8,12,0.76,42.79813,71,1005.208
104555,"pseudo1",278295.8252,8220967.848,0,NA,20.8,0.96,28.7,11.8,1380,100,59,19.4,61,0.13,49.62555,52,934.3602
104556,"pseudo1",457575.8252,7928407.848,0,NA,22.5,0.96,29.7,13.9,2030,97,110,18.7,37,0.33,45.05602,19,1315.725
104557,"pseudo1",408295.8252,7978567.848,0,NA,22.3,0.97,30.2,13.3,2352,92,146,18.6,30,0.44,51.80556,39,1215.256
104558,"pseudo1",275095.8252,8185207.848,0,NA,21.3,0.96,29.6,11.4,965,109,27,19.9,78,0.06,19.66301,65,758.9361
104559,"pseudo1",316695.8252,8271047.848,0,NA,22.1,0.83,28.9,15,2302,91,135,18.7,41,0.29,17.89276,100,1129.589
104560,"pseudo1",397015.8252,7910247.848,0,NA,20.9,1.09,29.9,10.9,1170,102,58,19.6,53,0.18,25.43962,31,884.9446
104561,"pseudo1",377655.8252,7985847.848,0,NA,23.2,0.9899999,31.4,13.1,1960,95,102,18.8,39,0.32,21.78362,25,968.7136
104562,"pseudo1",363255.8252,8019847.848,0,NA,22,0.9899999,30.5,12.1,2323,77,188,18.4,23,0.55,31.03224,100,1004.802
104563,"pseudo1",343975.8252,8144567.848,0,NA,22.3,0.89,30.1,13.2,1503,99,72,19.3,57,0.16,5.944778,83,168.9201
104564,"pseudo1",469415.8252,7836727.848,0,NA,23.5,1.09,31.9,12.3,884,105,41,19.9,77,0.09,0.8433102,51,30.98387
104565,"pseudo1",484135.8252,7843287.848,0,NA,23.7,1.06,31.7,12.9,941,107,41,19.8,76,0.09,0.6874329,31,24.10394
104566,"pseudo1",388775.8252,8027687.848,0,NA,21.9,0.95,29.8,13,3249,76,267,17.9,11,0.78,32.29541,41,1065.512
104567,"pseudo1",410615.8252,7957047.848,0,NA,23.5,0.97,31.2,13.9,2088,96,111,18.8,40,0.3,37.17264,49,671.003
104568,"pseudo1",313655.8252,8189927.848,0,NA,19.5,0.94,27.6,11.1,2060,85,139,18.7,33,0.39,19.14307,32,921.8308
104569,"pseudo1",310375.8252,8281927.848,0,NA,24.7,0.74,31.2,17.6,1700,103,59,19.2,64,0.11,0,50,19.94994
104570,"pseudo1",343335.8252,8088007.848,0,NA,20.1,0.97,29.1,10.4,1369,90,74,19.3,46,0.23,7.441292,0,138.0652
104571,"pseudo1",335175.8252,8176007.848,0,NA,24.5,0.78,31,16.9,2063,98,91,18.8,53,0.18,0.6036597,83,27.76689
104572,"pseudo1",405815.8252,8052967.848,0,NA,23.4,0.88,30.5,15.1,3346,78,235,17.9,19,0.63,16.507,19,180.2914
104573,"pseudo1",298295.8252,8184327.848,0,NA,22.1,0.92,29.9,12.7,1156,104,41,19.7,71,0.09,4.475294,0,775.942
104574,"pseudo1",352855.8252,8057287.848,0,NA,19.7,0.9899999,28.5,10.3,2511,70,214,18.3,15,0.7,12.3153,100,190.6777
104575,"pseudo1",348935.8252,8122967.848,0,NA,21.8,0.92,30.1,12.3,1446,99,67,19.3,56,0.16,21.73603,21,350.6508
104576,"pseudo1",356855.8252,8032647.848,0,NA,22,0.98,30.6,12,2347,76,190,18.4,23,0.55,42.70438,50,1284.261
104577,"pseudo1",428615.8252,7881207.848,0,NA,20.5,1.11,29.4,10.7,1510,103,74,19.2,45,0.24,40.90675,31,738.7503
104578,"pseudo1",351495.8252,8097127.848,0,NA,20.3,0.94,28.9,11.1,1467,93,77,19.2,47,0.22,0,0,90.23857
104579,"pseudo1",482375.8252,7842647.848,0,NA,23.7,1.06,31.7,12.8,932,107,40,19.8,76,0.09,0.1768928,61,11.40175
104580,"pseudo1",359655.8252,8006807.848,0,NA,22.2,1,30.9,12,1906,83,140,18.8,32,0.42,49.08149,61,1116.014
104581,"pseudo1",486615.8252,7826167.848,0,NA,23.6,1.11,32.1,11.9,895,105,40,19.9,77,0.09,0.161894,2,7.81025
104582,"pseudo1",312215.8252,8249607.848,0,NA,22.7,0.85,29.5,15.1,2046,94,100,18.9,50,0.2,16.60984,71,425.0341
104583,"pseudo1",489175.8252,7852567.848,0,NA,23.1,1.04,30.8,13,1042,108,46,19.7,70,0.11,8.095937,1,381.2414
104584,"pseudo1",371655.8252,7942247.848,0,NA,20.7,1.09,29.8,10.5,1287,93,81,19.4,45,0.25,7.779269,50,269.5867
104585,"pseudo1",277415.8252,8214727.848,0,NA,21.2,0.96,29.1,12,1238,103,44,19.5,68,0.09999999,22.00394,24,461.0239
104586,"pseudo1",381655.8252,8010247.848,0,NA,23.7,0.95,31.6,14,3055,81,230,18,20,0.61,0.1466616,50,5.744563
104587,"pseudo1",301495.8252,8247367.848,0,NA,22.8,0.88,29.7,14.9,1718,100,67,19.1,60,0.14,32.64731,0,1280.753
104588,"pseudo1",338295.8252,8069687.848,0,NA,18.1,1.01,27.1,8.900001,2160,74,173,18.5,17,0.66,25.14426,25,298.317
104589,"pseudo1",298615.8252,8224327.848,0,NA,22.2,0.91,29.4,13.7,1737,96,80,19.1,55,0.17,28.32786,34,500.3669
104590,"pseudo1",360855.8252,8069847.848,0,NA,20.8,0.95,29.3,11.5,2820,70,233,18.1,17,0.68,21.37697,33,447.0336
104591,"pseudo1",418775.8252,7948887.848,0,NA,23.9,0.97,31.5,14.3,2034,97,107,18.8,42,0.27,0.229399,2,10.04988
104592,"pseudo1",358135.8252,8003127.848,0,NA,19.6,1.05,28.6,9.900001,1994,75,168,18.7,21,0.59,11.9707,100,940.4674
104593,"pseudo1",483735.8252,7850327.848,0,NA,23.6,1.04,31.3,13.2,975,108,41,19.8,74,0.09,4.708157,22,144.3884
104594,"pseudo1",387175.8252,8030167.848,0,NA,21.2,0.96,29.3,12.4,3273,74,280,17.9,9,0.83,42.37541,82,1009.62
104595,"pseudo1",374695.8252,8073047.848,0,NA,20.2,0.94,28.4,11.7,3643,67,315,17.7,7,0.87,47.22772,100,2057.758
104596,"pseudo1",354135.8252,8017447.848,0,NA,19.7,1.03,28.7,10,2200,72,190,18.5,17,0.66,1.11394,100,164.6815
104597,"pseudo1",405255.8252,7910167.848,0,NA,20.8,1.08,29.7,11,1358,102,69,19.4,48,0.22,22.65564,76,462.6251
104598,"pseudo1",363815.8252,8082887.848,0,NA,20.3,0.94,28.7,11.4,2684,72,215,18.2,19,0.64,6.731313,0,331.6821
104599,"pseudo1",326935.8252,8188807.848,0,NA,24.5,0.79,31,16.8,2561,91,138,18.5,42,0.28,0,50,0
104600,"pseudo1",380695.8252,8082167.848,0,NA,23.6,0.87,30.9,15,3996,76,314,17.6,13,0.76,13.50575,17,344.3298
104601,"pseudo1",368775.8252,8086967.848,0,NA,21.9,0.91,29.9,13,2924,75,216,18.1,23,0.57,58.28725,76,1318.134
104602,"pseudo1",280455.8252,8194327.848,0,NA,20,0.96,28.5,10.7,1384,97,67,19.4,55,0.16,11.30125,50,338.8274
104603,"pseudo1",426135.8252,7969447.848,0,NA,23.3,0.94,30.7,14.4,2306,93,132,18.6,35,0.37,7.259964,0,859.2584
104604,"pseudo1",390135.8252,7955767.848,0,NA,23.9,0.9899999,32,13.7,1837,97,96,19,46,0.24,0,3,44.81071
104605,"pseudo1",436775.8252,7881847.848,0,NA,19.4,1.12,28.4,10,2005,99,114,18.7,28,0.46,37.20593,86,1088.697
104606,"pseudo1",389415.8252,8069927.848,0,NA,23.5,0.88,30.8,14.9,3749,75,292,17.7,14,0.72,0,50,21.61018
104607,"pseudo1",322135.8252,8218007.848,0,NA,22.1,0.87,29.1,14.4,2482,86,158,18.5,35,0.36,37.03999,35,1160.834
104608,"pseudo1",377735.8252,8000167.848,0,NA,23.8,0.96,31.8,13.8,2397,91,134,18.5,31,0.41,0.2890165,1,11.40175
104609,"pseudo1",413495.8252,7903687.848,0,NA,19.8,1.1,28.8,10.3,1963,99,110,18.8,31,0.42,4.191816,0,822.8305
104610,"pseudo1",388535.8252,7967527.848,0,NA,20.6,1.04,29.2,11.1,1927,89,137,18.8,29,0.45,121.6948,72,2094.045
104611,"pseudo1",381415.8252,7919687.848,0,NA,20.7,1.1,29.9,10.4,1192,96,66,19.6,49,0.2,8.280141,65,275.7281
104612,"pseudo1",343575.8252,8011927.848,0,NA,19.9,1.05,29.1,9.8,1603,77,125,19,29,0.46,9.173063,4,320.4497
104613,"pseudo1",381095.8252,8008407.848,0,NA,23.8,0.95,31.7,14,2920,82,212,18.1,22,0.58,0.0252016,50,0
104614,"pseudo1",350375.8252,8072087.848,0,NA,19.9,0.97,28.6,10.4,2143,72,172,18.5,23,0.56,11.06633,52,178.9357
104615,"pseudo1",271655.8252,8220567.848,0,NA,21.1,0.96,29,11.8,1230,104,43,19.6,68,0.09999999,5.163105,20,168.1904
104616,"pseudo1",380455.8252,8057367.848,0,NA,22.8,0.92,30.5,13.9,3418,77,276,17.8,14,0.73,1.119269,100,209.0694
104617,"pseudo1",359495.8252,8052807.848,0,NA,20.1,0.98,28.8,10.8,2862,69,251,18.1,11,0.78,8.765389,56,174.0919
104618,"pseudo1",329895.8252,8176327.848,0,NA,23.5,0.83,30.5,15.4,1966,96,94,18.9,51,0.2,25.79418,100,1115.478
104619,"pseudo1",345175.8252,8049847.848,0,NA,18.5,1.02,27.6,9.2,2085,75,160,18.6,19,0.63,12.43937,0,387.0555
104620,"pseudo1",339655.8252,8061607.848,0,NA,18.3,1.02,27.4,9,1977,74,160,18.6,20,0.62,13.66116,70,346.8184
104621,"pseudo1",319015.8252,8205687.848,0,NA,24.2,0.81,30.8,16.4,2891,86,170,18.3,36,0.34,29.58504,47,524.2862
104622,"pseudo1",372615.8252,8108407.848,0,NA,24.1,0.83,31.2,15.8,2181,95,106,18.7,47,0.24,0.9249605,0,107.7172
104623,"pseudo1",309095.8252,8292167.848,0,NA,25,0.72,31.4,18,1688,103,56,19.2,64,0.11,1.17584,6,42.39104
104624,"pseudo1",445095.8252,7865527.848,0,NA,23.3,1.06,31.4,12.8,1032,107,41,19.7,71,0.09999999,5.689614,16,311.1832
104625,"pseudo1",301015.8252,8244087.848,0,NA,22.1,0.9,29.1,14,1819,96,85,19,53,0.18,21.78314,92,690.5867
104626,"pseudo1",430775.8252,7870087.848,0,NA,21.5,1.1,30.3,11.3,1142,105,48,19.6,59,0.14,26.03343,83,571.049
104627,"pseudo1",358695.8252,8072967.848,0,NA,20.4,0.96,29,11.2,2705,69,225,18.2,17,0.67,20.8823,36,542.2269
104628,"pseudo1",367655.8252,8107127.848,0,NA,23.2,0.87,30.6,14.5,2382,89,144,18.5,37,0.34,11.18828,0,863.7488
104629,"pseudo1",336615.8252,8167847.848,0,NA,24.5,0.79,31.1,16.6,1795,103,67,19,60,0.14,2.85957,0,511.5731
104630,"pseudo1",320375.8252,8254247.848,0,NA,21,0.87,28,13.8,2747,84,207,18.3,28,0.47,19.20641,99,424.4196
104631,"pseudo1",357895.8252,8092647.848,0,NA,20,0.94,28.5,11.1,1926,82,131,18.7,31,0.41,5.942459,38,119.7957
104632,"pseudo1",372775.8252,7984007.848,0,NA,19.2,1.06,28.2,9.8,2197,79,183,18.5,17,0.65,15.54257,67,410.6324
104633,"pseudo1",419655.8252,7970967.848,0,NA,22.3,0.97,30,13.5,2396,92,145,18.5,30,0.44,25.19175,0,1828.488
104634,"pseudo1",406455.8252,7965447.848,0,NA,23.7,0.97,31.4,14.1,2104,96,111,18.8,41,0.3,7.673678,13,311.1238
104635,"pseudo1",479895.8252,7851687.848,0,NA,23.6,1.04,31.3,13.2,962,108,40,19.8,75,0.09,0.988847,95,52.48809
104636,"pseudo1",382855.8252,8046727.848,0,NA,23.1,0.92,30.8,14.1,3413,77,275,17.8,15,0.71,5.018681,51,175.3026
104637,"pseudo1",474375.8252,7873207.848,0,NA,23.9,0.9899999,30.9,14.1,1135,108,46,19.6,69,0.11,0.7808022,100,27.60435
104638,"pseudo1",332135.8252,8196887.848,0,NA,24.6,0.78,31,17.2,2925,87,174,18.3,35,0.35,0,50,3.316625
104639,"pseudo1",359895.8252,7972967.848,0,NA,23.6,1.01,32.2,12.8,1480,99,70,19.3,53,0.19,18.68905,0,1123.49
104640,"pseudo1",409415.8252,7952807.848,0,NA,22.1,1,30.1,12.7,2061,96,115,18.8,36,0.35,55.62897,43,1065.674
104641,"pseudo1",366775.8252,7996807.848,0,NA,22.5,1,31,12.3,1914,88,129,18.8,33,0.39,38.20309,0,1151.342
104642,"pseudo1",493015.8252,7859047.848,0,NA,23.7,1.01,31.1,13.9,1067,109,44,19.6,71,0.09999999,13.96911,9,446.4068
104643,"pseudo1",468615.8252,7842087.848,0,NA,23.6,1.08,31.8,12.6,881,106,39,19.9,78,0.09,1.930145,60,71.28815
104644,"pseudo1",364375.8252,8092007.848,0,NA,23.3,0.89,31,14.1,2638,85,175,18.3,31,0.42,17.49689,37,813.9601
104645,"pseudo1",267255.8252,8188487.848,0,NA,21,0.96,29.5,11.1,997,108,29,19.9,76,0.07,20.37505,0,808.8474
104646,"pseudo1",381735.8252,8074247.848,0,NA,23.2,0.89,30.7,14.5,3830,76,305,17.7,13,0.76,4.545815,0,673.1152
104647,"pseudo1",486055.8252,7829047.848,0,NA,23.6,1.1,32,12.1,904,105,41,19.9,76,0.09,0.2637788,8,12.28821
104648,"pseudo1",355175.8252,8032087.848,0,NA,19.9,1.01,28.8,10.3,2529,69,224,18.3,13,0.75,10.20892,11,477.6683
104649,"pseudo1",345975.8252,8059767.848,0,NA,17.8,1.02,26.8,8.8,2755,70,236,18.1,8,0.85,34.30106,57,630.3102
104650,"pseudo1",361655.8252,8070087.848,0,NA,20.9,0.95,29.3,11.6,2856,70,235,18.1,17,0.68,12.93293,54,304.4109
104651,"pseudo1",269575.8252,8207047.848,0,NA,20.7,0.96,28.9,11.2,1205,102,45,19.6,66,0.11,1.111571,100,670.5431
104652,"pseudo1",413255.8252,7964247.848,0,NA,23.9,0.95,31.5,14.4,2125,96,113,18.7,41,0.29,0.439004,0,53.46027
104653,"pseudo1",284695.8252,8203287.848,0,NA,17.9,0.97,26.5,9.5,2306,82,167,18.5,25,0.52,16.35703,15,356.9552
104654,"pseudo1",389015.8252,7979447.848,0,NA,23.6,0.97,31.6,13.8,2021,99,94,18.8,42,0.28,7.142863,100,311.1656
104655,"pseudo1",379015.8252,8087607.848,0,NA,18.6,0.94,26.8,10.8,3955,68,348,17.6,2,0.96,54.65324,80,1941.987
104656,"pseudo1",483255.8252,7855607.848,0,NA,23.5,1.03,31.1,13.3,1010,109,42,19.7,73,0.09999999,7.606754,13,389.0912
104657,"pseudo1",374775.8252,8108407.848,0,NA,24.1,0.83,31.2,15.9,2297,93,118,18.6,43,0.27,0,50,0
104658,"pseudo1",286615.8252,8220087.848,0,NA,21.9,0.94,29.4,12.9,1393,102,52,19.4,65,0.11,12.47625,4,746.5018
104659,"pseudo1",337335.8252,8027767.848,0,NA,20,1.04,29.2,9.7,1550,78,114,19.1,30,0.43,17.93336,55,412.8995
104660,"pseudo1",381015.8252,8079767.848,0,NA,23.6,0.87,30.9,14.9,4004,75,317,17.6,13,0.76,4.739974,56,649.8408
104661,"pseudo1",313655.8252,8299287.848,0,NA,24.7,0.71,31.2,18,1761,102,63,19.2,62,0.12,3.82598,26,336.5264
104662,"pseudo1",490615.8252,7832167.848,0,NA,23.6,1.09,31.9,12.3,926,106,41,19.8,76,0.09,0.4107701,60,14.66288
104663,"pseudo1",366375.8252,7931047.848,0,NA,20.2,1.12,29.7,9.900001,1228,92,76,19.5,45,0.24,27.21922,52,380.8267
104664,"pseudo1",303895.8252,8300167.848,0,NA,23.2,0.77,30.1,16.2,1862,100,76,19.1,56,0.15,14.16536,58,463.4296
104665,"pseudo1",377495.8252,8104647.848,0,NA,24.1,0.83,31.1,15.9,2595,89,150,18.4,36,0.35,0,50,0
104666,"pseudo1",312295.8252,8177367.848,0,NA,18.7,0.96,27.1,10.2,2167,83,151,18.6,29,0.46,5.59729,67,414.3103
104667,"pseudo1",285895.8252,8229047.848,0,NA,19.7,0.95,27.7,11.3,1921,89,122,18.8,39,0.31,40.60704,76,1065.031
104668,"pseudo1",281975.8252,8219927.848,0,NA,20.4,0.95,28.4,11.5,1542,95,78,19.2,53,0.18,38.65688,79,1083.938
