"siteid","spid","x","y","occ","group","bcc","calc","ccc","ddeg","nutri","pday","precyy","sfroyy","slope","sradyy","swb","tavecc","topo"
104495,"pseudo1",1662887.5,45187.5,0,NA,0,0,0,663,0,45,2103,4,329,18727,0,-8,-178
104496,"pseudo1",1804087.5,96987.5,0,NA,0,0,0,913,7.9375,44,1442,1,90,17935,40,-7,-137
104497,"pseudo1",1583187.5,-12112.5,0,NA,0,0,0,751,0,43,1959,2,388,11068,0,-7,-178
104498,"pseudo1",1513987.5,33187.5,0,NA,54,0,2,3323,24,28,1100,0,10,18490,-179,0,2
104499,"pseudo1",1765787.5,136587.5,0,NA,0,1,0,1991,7,46,1766,1,306,16462,18,-2,131
104500,"pseudo1",1679287.5,123687.5,0,NA,0,0,31,3009,23,39,1262,0,44,19015,27,0,26
104501,"pseudo1",1789787.5,35187.5,0,NA,0,0,0,829,0,36,1195,3,211,10958,0,-7,-125
104502,"pseudo1",1672887.5,143187.5,0,NA,0,0,0,3254,1.0625,35,1066,0,21,18724,-218,0,1
104503,"pseudo1",1771687.5,66687.5,0,NA,0,0,100,1339,12,37,1069,0,136,15033,37,-5,157
104504,"pseudo1",1763187.5,129487.5,0,NA,0,0,0,3150,2.875,43,1405,1,37,18555,-14,0,-14
104505,"pseudo1",1580987.5,-12512.5,0,NA,0,0,0,527,0,45,2169,5,285,20517,0,-9,-128
104506,"pseudo1",1726787.5,73987.5,0,NA,54,0,2,2517,7.5625,37,1133,0,336,11272,18,-1,-241
104507,"pseudo1",1829387.5,85087.5,0,NA,4,0,8,2236,15.125,33,726,0,62,16061,-151,-3,-84
104508,"pseudo1",1567487.5,95087.5,0,NA,0,0,0,3296,0,31,1006,0,0,18423,-305,0,0
104509,"pseudo1",1637687.5,16887.5,0,NA,0,0,0,976,7,34,1313,2,268,19914,-6,-6,-127
104510,"pseudo1",1817187.5,22687.5,0,NA,8,0,85,1918,6,34,1111,1,322,14093,20,-3,122
104511,"pseudo1",1569387.5,114087.5,0,NA,0,1,0,1930,15.125,39,1605,0,97,16497,25,-2,31
104512,"pseudo1",1550687.5,77687.5,0,NA,0,0,0,3100,24,30,938,0,68,19604,-252,0,10
104513,"pseudo1",1699087.5,134987.5,0,NA,0,0,0,3302,0,38,1192,0,0,18415,-96,0,0
104514,"pseudo1",1621887.5,12887.5,0,NA,0,0,100,1968,7,29,792,0,332,10301,-57,-2,-165
104515,"pseudo1",1695587.5,39887.5,0,NA,35,0,58,1705,1.75,31,1800,0,519,13447,4,-3,640
104516,"pseudo1",1614787.5,110187.5,0,NA,27,0,73,3118,24,33,1089,0,11,18445,-113,0,1
104517,"pseudo1",1575787.5,71387.5,0,NA,0,0,0,2805,25,33,1220,0,53,17612,-16,0,3
104518,"pseudo1",1568187.5,94987.5,0,NA,0,0,0,3299,0,31,1003,0,0,18423,-304,0,0
104519,"pseudo1",1641087.5,98187.5,0,NA,0,0,0,2540,16.5,41,1601,0,189,14740,52,-1,54
104520,"pseudo1",1663687.5,19387.5,0,NA,0,0,0,688,0,39,2239,4,372,17199,0,-8,136
104521,"pseudo1",1686987.5,115287.5,0,NA,0,0,0,3194,17,40,1287,0,100,18054,56,0,-10
104522,"pseudo1",1583787.5,134287.5,0,NA,0,1,0,2425,18,37,1495,0,49,17214,25,0,2
104523,"pseudo1",1746587.5,70987.5,0,NA,4,1,27,1473,12.125,37,1171,0,362,12761,39,-4,-196
104524,"pseudo1",1660687.5,21587.5,0,NA,0,0,0,586,0,39,2099,6,197,14769,0,-8,27
104525,"pseudo1",1647187.5,147187.5,0,NA,96,1,4,2991,12.5,36,1121,0,246,22365,-177,0,-58
104526,"pseudo1",1702987.5,92587.5,0,NA,29,1,70,2822,12.9375,44,1532,0,343,20562,39,0,-122
104527,"pseudo1",1628287.5,143887.5,0,NA,4,0,2,2658,17,38,1345,0,118,20709,-17,0,-53
104528,"pseudo1",1564387.5,90887.5,0,NA,0,0,0,3275,0,31,996,0,0,18423,-305,0,0
104529,"pseudo1",1660787.5,144487.5,0,NA,0,0,0,3297,0,35,1023,0,9,17952,-232,0,-30
104530,"pseudo1",1680487.5,142887.5,0,NA,0,0,0,3317,17,35,990,0,22,18426,-182,0,-18
104531,"pseudo1",1722687.5,11587.5,0,NA,44,0,6,4431,12,30,1798,0,2,17464,21,3,-8
104532,"pseudo1",1728187.5,71787.5,0,NA,2,1,98,1629,7,38,1207,0,221,20724,-1,-3,18
104533,"pseudo1",1575487.5,145687.5,0,NA,75,0,6,2789,16.5,35,1239,0,140,15792,-49,0,-55
104534,"pseudo1",1706187.5,94587.5,0,NA,0,1,0,1409,12,47,1964,0,192,18020,39,-4,15
104535,"pseudo1",1766587.5,93287.5,0,NA,0,1,0,1081,7,43,1381,1,170,20009,22,-6,54
104536,"pseudo1",1582087.5,33187.5,0,NA,33,1,10,2606,13.875,39,1407,0,323,22053,-21,0,-90
104537,"pseudo1",1807387.5,44987.5,0,NA,0,0,0,1251,3.75,34,1565,0,37,18052,25,-6,-125
104538,"pseudo1",1792287.5,73987.5,0,NA,0,1,0,838,7,39,1128,2,204,18384,24,-7,-100
104539,"pseudo1",1645987.5,58187.5,0,NA,4,0,2,1677,17,44,1443,0,207,15427,53,-3,56
104540,"pseudo1",1523087.5,59187.5,0,NA,0,1,0,1778,12.375,38,1876,0,79,17524,40,-2,-44
104541,"pseudo1",1734487.5,125587.5,0,NA,0,0,0,2741,12,45,1870,0,89,19070,39,-1,14
104542,"pseudo1",1638687.5,54787.5,0,NA,0,1,0,737,0,46,1736,2,237,12079,0,-7,4
104543,"pseudo1",1590187.5,55987.5,0,NA,2,1,29,1509,7,39,1651,0,361,16746,22,-4,165
104544,"pseudo1",1694287.5,190187.5,0,NA,8,1,17,2797,26,34,973,0,103,16432,-156,0,-9
104545,"pseudo1",1595787.5,26187.5,0,NA,0,1,0,1718,7,41,1698,0,397,21796,8,-3,-79
104546,"pseudo1",1597987.5,34487.5,0,NA,0,0,100,1691,7,39,1658,0,436,10117,7,-3,304
104547,"pseudo1",1610187.5,45687.5,0,NA,13,0,0,2374,12,41,1316,0,185,16638,30,-1,-133
104548,"pseudo1",1640287.5,148387.5,0,NA,25,1,25,2822,25,37,1208,0,137,15264,-15,0,-16
104549,"pseudo1",1821687.5,68387.5,0,NA,0,1,88,1306,11.6875,33,978,1,243,17365,13,-6,76
104550,"pseudo1",1726387.5,136587.5,0,NA,21,0,10,2441,18,44,1768,0,118,16889,56,-1,-126
104551,"pseudo1",1573687.5,76087.5,0,NA,33,0,54,2807,25,33,1151,0,69,16349,-30,0,-6
104552,"pseudo1",1549987.5,66387.5,0,NA,0,0,0,2967,24,31,1071,0,22,18755,-148,0,7
104553,"pseudo1",1735387.5,134687.5,0,NA,2,0,17,2137,16,47,2130,0,73,16477,73,-2,68
104554,"pseudo1",1725987.5,79187.5,0,NA,0,0,0,956,4.375,43,1589,1,172,21118,12,-6,-100
104555,"pseudo1",1675687.5,148487.5,0,NA,0,0,0,3363,17,35,1006,0,8,18464,-206,0,-12
104556,"pseudo1",1750687.5,37187.5,0,NA,0,0,100,2000,3,35,1614,0,385,15827,8,-2,-2
104557,"pseudo1",1788887.5,58787.5,0,NA,0,0,0,681,0,36,1224,3,184,14203,0,-8,-14
104558,"pseudo1",1589387.5,126187.5,0,NA,0,0,0,2929,26,34,1263,0,45,19065,-76,0,-48
104559,"pseudo1",1758287.5,165287.5,0,NA,0,0,0,3251,25,38,1015,0,15,18076,-89,0,0
104560,"pseudo1",1621387.5,29287.5,0,NA,0,1,0,2678,7,29,859,0,277,22648,-439,0,-13
104561,"pseudo1",1628587.5,60787.5,0,NA,0,0,13,2858,7,42,1252,0,16,18118,0,0,-68
104562,"pseudo1",1542387.5,70787.5,0,NA,0,0,0,3278,35,29,926,0,0,18412,-274,0,-9
104563,"pseudo1",1710687.5,114387.5,0,NA,12,0,87,2076,18,48,2126,0,228,16369,55,-2,-146
104564,"pseudo1",1590087.5,-7612.5,0,NA,6,0,69,2099,7.75,33,1122,0,251,14024,-66,-2,-220
104565,"pseudo1",1625687.5,-3212.5,0,NA,0,0,0,217,0,42,1772,14,418,8950,0,-11,-136
104566,"pseudo1",1641687.5,73687.5,0,NA,0,1,0,1873,17,43,1476,0,204,21879,48,-3,136
104567,"pseudo1",1509887.5,50487.5,0,NA,8,1,17,2030,18,36,1767,0,128,15765,33,-1,6
104568,"pseudo1",1702887.5,128887.5,0,NA,0,0,0,2881,24,41,1507,0,24,18731,75,0,35
104569,"pseudo1",1701187.5,169087.5,0,NA,0,0,0,3214,25,34,940,0,16,18462,-157,0,-18
104570,"pseudo1",1663187.5,98187.5,0,NA,0,1,0,1740,7,45,1826,0,441,9255,8,-3,-378
104571,"pseudo1",1665787.5,122487.5,0,NA,0,0,0,2973,24,38,1211,0,47,19660,-24,0,20
104572,"pseudo1",1596287.5,83687.5,0,NA,23,0,8,2830,25,35,1190,0,57,17233,9,0,29
104573,"pseudo1",1715187.5,125787.5,0,NA,48,0,52,2962,17.0625,43,1599,0,187,13762,130,0,-178
104574,"pseudo1",1673487.5,85487.5,0,NA,0,1,0,1235,7,47,1802,0,397,20801,22,-5,227
104575,"pseudo1",1679587.5,109287.5,0,NA,0,0,0,3290,0,40,1252,0,0,18365,-39,0,-4
104576,"pseudo1",1614787.5,75587.5,0,NA,2,0,98,2569,17.5625,40,1390,0,158,19937,34,-1,-87
104577,"pseudo1",1727587.5,19887.5,0,NA,0,0,0,1524,0,34,1885,1,564,6096,0,-3,43
104578,"pseudo1",1720887.5,101687.5,0,NA,0,1,0,1196,0,49,2268,1,325,11214,0,-5,56
104579,"pseudo1",1581287.5,-3712.5,0,NA,0,0,0,628,0,45,2034,4,351,17528,0,-8,293
104580,"pseudo1",1637987.5,66487.5,0,NA,19,1,44,3070,14.5,41,1171,0,302,10430,36,0,136
104581,"pseudo1",1587187.5,-15812.5,0,NA,0,1,0,678,0,42,1941,3,324,14042,0,-8,-157
104582,"pseudo1",1715587.5,159387.5,0,NA,0,0,0,2917,25,38,1224,0,26,18424,-18,0,-20
104583,"pseudo1",1635087.5,2287.5,0,NA,0,0,0,995,3,34,1151,1,430,21770,-18,-6,-52
104584,"pseudo1",1812587.5,43787.5,0,NA,0,0,0,922,2,35,1606,2,430,22322,6,-7,125
104585,"pseudo1",1593487.5,144887.5,0,NA,77,1,23,2536,17,37,1419,0,167,13843,29,0,113
104586,"pseudo1",1755287.5,67587.5,0,NA,0,1,0,755,0,39,1286,3,292,15787,0,-7,173
104587,"pseudo1",1584887.5,158587.5,0,NA,4,0,2,3317,39,33,1024,0,15,17421,-157,1,-36
104588,"pseudo1",1705487.5,90587.5,0,NA,0,1,100,2458,12,45,1553,0,374,14108,37,-1,68
104589,"pseudo1",1660587.5,150187.5,0,NA,41,0,58,3369,17.875,34,976,0,1,18522,-228,0,-30
104590,"pseudo1",1613187.5,148987.5,0,NA,54,1,2,3305,7.3125,34,1025,0,292,10686,-28,0,136
104591,"pseudo1",1740087.5,46987.5,0,NA,0,0,0,847,0,37,1753,2,289,21768,0,-6,-50
104592,"pseudo1",1580687.5,65387.5,0,NA,19,0,0,2590,25,36,1566,0,73,18703,64,-1,26
104593,"pseudo1",1649387.5,1087.5,0,NA,0,0,0,591,0,39,1407,5,140,16930,0,-8,-53
104594,"pseudo1",1806487.5,74687.5,0,NA,0,0,0,380,0,39,1074,7,408,21662,0,-10,224
104595,"pseudo1",1752287.5,91987.5,0,NA,0,1,0,726,7,45,1723,2,107,20628,6,-7,121
104596,"pseudo1",1620687.5,69987.5,0,NA,0,1,0,1250,0,46,2043,0,420,23262,0,-5,262
104597,"pseudo1",1704187.5,29287.5,0,NA,8,0,4,1652,2.9375,33,1983,0,380,21093,9,-3,90
104598,"pseudo1",1777187.5,96187.5,0,NA,6,1,6,1606,12,41,1187,0,278,13214,38,-4,-4
104599,"pseudo1",1625387.5,128187.5,0,NA,4,0,2,3269,24.625,34,1071,0,57,16907,-110,0,6
104600,"pseudo1",1739487.5,95887.5,0,NA,0,1,0,1577,7,47,1869,0,359,13251,23,-4,-72
104601,"pseudo1",1784087.5,97787.5,0,NA,64,1,29,2346,12.5625,40,1178,0,319,16182,5,-2,-137
104602,"pseudo1",1747987.5,131587.5,0,NA,12,0,12,1705,7,49,2326,1,410,6295,23,-3,94
104603,"pseudo1",1770587.5,55587.5,0,NA,0,0,0,1107,13,37,1189,1,159,16462,41,-6,-167
104604,"pseudo1",1590687.5,49987.5,0,NA,2,1,85,2129,12.375,39,1501,0,255,15366,43,-2,-116
104605,"pseudo1",1634887.5,20087.5,0,NA,0,0,0,663,0,38,1613,4,391,19526,0,-8,43
104606,"pseudo1",1781287.5,90687.5,0,NA,0,0,0,1201,12,42,1208,0,188,18094,39,-5,-38
104607,"pseudo1",1711687.5,146787.5,0,NA,0,0,0,2983,17,38,1260,0,9,18482,-13,0,0
104608,"pseudo1",1828787.5,64587.5,0,NA,0,0,13,1040,7,34,1041,2,336,20256,23,-7,-20
104609,"pseudo1",1748387.5,27587.5,0,NA,43,0,56,1960,3,34,1646,0,305,15857,7,-2,-175
104610,"pseudo1",1660387.5,54787.5,0,NA,0,0,0,38,0,52,2485,22,219,21473,0,-13,-241
104611,"pseudo1",1738287.5,33087.5,0,NA,0,0,0,1077,0,36,1807,1,449,21762,0,-5,-168
104612,"pseudo1",1542587.5,68087.5,0,NA,0,0,0,3308,35,29,920,0,3,18424,-274,0,-8
104613,"pseudo1",1692187.5,66987.5,0,NA,0,0,0,918,2,43,1816,1,123,19295,7,-6,67
104614,"pseudo1",1758687.5,91587.5,0,NA,0,1,0,1156,7,43,1449,1,464,21339,7,-5,-64
104615,"pseudo1",1714787.5,148287.5,0,NA,2,0,98,2612,21.625,40,1470,0,115,19285,51,-1,36
104616,"pseudo1",1613187.5,85487.5,0,NA,27,0,73,2532,24.5,38,1345,0,62,17279,55,-1,26
104617,"pseudo1",1730987.5,83687.5,0,NA,0,1,0,1250,3,43,1655,0,265,18613,9,-5,-181
104618,"pseudo1",1653787.5,122587.5,0,NA,0,0,0,3156,20.5,36,1137,0,38,18607,-101,0,2
104619,"pseudo1",1700087.5,82487.5,0,NA,0,0,0,1156,0,45,1714,0,261,8978,0,-5,-206
104620,"pseudo1",1793487.5,87287.5,0,NA,0,0,0,1037,7,43,1246,1,292,20358,21,-6,72
104621,"pseudo1",1629487.5,139387.5,0,NA,0,0,0,3116,17,36,1128,0,88,19982,-162,0,-20
104622,"pseudo1",1773587.5,105587.5,0,NA,0,0,0,2808,13,40,1142,0,229,19080,-62,-1,-59
104623,"pseudo1",1699287.5,173787.5,0,NA,35,0,64,3263,17,33,892,0,41,18761,-278,0,8
104624,"pseudo1",1629187.5,11887.5,0,NA,0,1,0,459,0,40,1583,7,458,12881,0,-9,193
104625,"pseudo1",1728587.5,157587.5,0,NA,0,0,0,2984,19.1875,38,1171,0,6,18467,-59,0,-4
104626,"pseudo1",1648887.5,14587.5,0,NA,0,0,0,879,2,34,1469,2,321,16587,-4,-6,96
104627,"pseudo1",1841387.5,91987.5,0,NA,0,1,6,1101,7,37,918,1,326,12369,7,-7,-38
104628,"pseudo1",1748887.5,105187.5,0,NA,0,0,0,838,7,48,2002,1,226,21370,7,-7,160
104629,"pseudo1",1598887.5,120287.5,0,NA,0,0,0,3324,0,32,1156,0,15,18452,-237,0,-14
104630,"pseudo1",1758587.5,160987.5,0,NA,0,0,0,3080,24,39,1130,0,54,17808,-16,0,21
104631,"pseudo1",1608987.5,99987.5,0,NA,35,0,64,3150,17,33,1074,0,1,18244,-136,0,1
104632,"pseudo1",1775187.5,60387.5,0,NA,0,0,13,1840,13.75,35,1000,0,162,15977,20,-3,-126
104633,"pseudo1",1529387.5,56087.5,0,NA,0,0,0,2951,24.8125,31,1195,0,24,17940,-121,0,2
104634,"pseudo1",1779387.5,53987.5,0,NA,0,0,0,1521,7,35,1054,1,350,22316,9,-5,-6
104635,"pseudo1",1600087.5,1787.5,0,NA,0,0,0,664,0,43,1780,4,203,11272,0,-8,-184
104636,"pseudo1",1676587.5,81187.5,0,NA,0,1,0,1377,7,46,1793,0,285,17263,8,-4,-128
104637,"pseudo1",1638687.5,16187.5,0,NA,0,0,0,970,2,34,1302,2,344,8776,7,-6,131
104638,"pseudo1",1588187.5,133187.5,0,NA,0,0,0,2375,17.375,37,1536,0,206,22040,42,-1,-39
104639,"pseudo1",1706687.5,56887.5,0,NA,0,0,0,840,3,36,1622,2,305,17423,8,-6,18
104640,"pseudo1",1570987.5,48787.5,0,NA,0,0,0,2173,17,39,1776,0,134,15008,51,-2,122
104641,"pseudo1",1701587.5,63587.5,0,NA,64,0,29,1594,7,38,1511,0,301,10247,23,-3,-161
104642,"pseudo1",1579987.5,6787.5,0,NA,0,0,56,3054,6.9375,34,1109,0,358,10661,-27,0,-126
104643,"pseudo1",1652987.5,-4012.5,0,NA,0,0,0,777,0,39,1388,3,307,10846,0,-7,87
104644,"pseudo1",1709787.5,99787.5,0,NA,0,1,0,1659,7,47,2036,0,223,11401,24,-4,-77
104645,"pseudo1",1718487.5,128087.5,0,NA,0,0,0,3228,15,41,1450,0,0,18386,-7,0,0
104646,"pseudo1",1674287.5,92487.5,0,NA,0,0,0,3052,17,42,1303,0,54,18726,16,0,-13
104647,"pseudo1",1728887.5,-13612.5,0,NA,81,0,0,3935,6.5,30,1723,0,357,10244,20,1,42
104648,"pseudo1",1659287.5,75387.5,0,NA,0,0,0,3084,7,42,1307,0,70,14302,-15,0,-130
104649,"pseudo1",1647487.5,86487.5,0,NA,27,0,48,2102,12.125,44,1694,0,205,16779,38,-2,-35
104650,"pseudo1",1545387.5,90687.5,0,NA,0,1,0,1748,17,39,1904,0,46,17732,54,-3,24
104651,"pseudo1",1724287.5,140387.5,0,NA,6,0,25,2212,16.375,44,1832,0,239,14247,51,-2,59
104652,"pseudo1",1750987.5,53487.5,0,NA,0,1,0,1052,0.75,37,1537,1,300,12500,4,-5,125
104653,"pseudo1",1743587.5,137787.5,0,NA,10,0,2,2494,12.125,46,1925,0,221,20702,39,-1,-24
104654,"pseudo1",1512787.5,58987.5,0,NA,4,1,96,2055,17,37,1693,0,83,18931,19,-1,2
104655,"pseudo1",1613187.5,97987.5,0,NA,0,0,0,3145,0,34,1075,0,8,18261,-173,0,2
104656,"pseudo1",1626887.5,3987.5,0,NA,0,0,0,1380,1.5,32,968,0,190,15384,-77,-4,-133
104657,"pseudo1",1776587.5,105587.5,0,NA,6,0,6,2094,14.5,42,1227,0,230,22477,19,-2,-3
104658,"pseudo1",1680287.5,147987.5,0,NA,0,0,0,2796,23.125,37,1263,0,98,19202,-19,0,27
104659,"pseudo1",1787587.5,73787.5,0,NA,0,1,100,1752,6.4375,37,1010,0,381,12857,21,-3,262
104660,"pseudo1",1651187.5,94887.5,0,NA,12,0,37,2461,13.875,43,1726,0,291,14410,81,-1,-35
104661,"pseudo1",1695787.5,179587.5,0,NA,66,0,33,2970,25,34,1018,0,47,19464,-186,0,6
104662,"pseudo1",1603387.5,-11212.5,0,NA,0,1,0,615,7,40,1687,4,254,17495,21,-8,133
104663,"pseudo1",1591087.5,38387.5,0,NA,0,1,0,1540,12,40,1783,0,239,17302,36,-4,94
104664,"pseudo1",1686087.5,180087.5,0,NA,0,1,0,3191,17,33,962,0,5,18513,-263,0,-32
104665,"pseudo1",1625287.5,104287.5,0,NA,0,0,0,2908,17,36,1169,0,235,14834,16,0,-55
104666,"pseudo1",1750987.5,122987.5,0,NA,0,1,0,1239,0,47,2005,1,596,21143,0,-5,283
104667,"pseudo1",1772287.5,152387.5,0,NA,17,0,77,2532,12,44,1621,0,250,22183,37,-1,143
104668,"pseudo1",1655987.5,147887.5,0,NA,10,0,2,3366,17,34,960,0,3,18397,-232,0,-20
104669,"pseudo1",1785887.5,37687.5,0,NA,0,0,0,1489,6.25,35,1124,1,155,15054,24,-5,-147
104670,"pseudo1",1837587.5,106487.5,0,NA,0,0,0,1299,12,37,1198,0,212,14356,39,-6,-149
104671,"pseudo1",1590087.5,106387.5,0,NA,21,0,41,3342,32.75,31,963,0,55,16985,-202,0,-12
104672,"pseudo1",1770987.5,58187.5,0,NA,0,1,0,812,7,38,1217,2,103,19720,7,-7,10
104673,"pseudo1",1722587.5,92087.5,0,NA,12,1,6,1341,7,46,1984,0,172,14699,23,-5,94
104674,"pseudo1",1736387.5,-16212.5,0,NA,100,1,0,3404,7,31,1687,0,332,14546,-2,0,-121
104675,"pseudo1",1650487.5,77887.5,0,NA,0,1,0,1308,7,44,1612,0,458,7329,6,-5,287
104676,"pseudo1",1555787.5,75187.5,0,NA,52,0,10,3036,21.5,31,963,0,100,16672,-159,0,-14
104677,"pseudo1",1729187.5,-10412.5,0,NA,0,0,0,4338,0,30,1713,0,0,17764,-41,2,-52
104678,"pseudo1",1742187.5,134287.5,0,NA,6,0,0,2379,12,47,2103,0,218,15165,37,-1,125
104679,"pseudo1",1694087.5,102287.5,0,NA,0,0,0,3257,0,41,1422,0,0,17910,-10,0,-14
104680,"pseudo1",1673687.5,119987.5,0,NA,0,0,0,3043,24,39,1204,0,28,18696,9,0,4
104681,"pseudo1",1773887.5,49387.5,0,NA,0,0,0,254,0,39,1402,11,283,22016,0,-11,-157
104682,"pseudo1",1567287.5,81287.5,0,NA,25,0,19,2914,25,32,1054,0,68,18720,-124,0,19
104683,"pseudo1",1733087.5,161087.5,0,NA,0,0,0,2776,24.0625,39,1236,0,24,18490,7,0,-7
104684,"pseudo1",1687687.5,97487.5,0,NA,0,1,0,1491,7,44,1633,0,468,12237,7,-4,149
104685,"pseudo1",1780687.5,37887.5,0,NA,0,0,0,1236,5.75,35,1278,1,159,17572,10,-5,120
104686,"pseudo1",1659887.5,15087.5,0,NA,0,0,0,1941,7,30,1254,0,279,21156,-115,-2,-82
104687,"pseudo1",1681887.5,136487.5,0,NA,4,0,2,3360,17,36,1046,0,2,18421,-143,0,-1
104688,"pseudo1",1732587.5,74787.5,0,NA,8,0,48,1253,7,40,1311,0,176,13651,22,-4,66
104689,"pseudo1",1666387.5,45587.5,0,NA,0,0,0,453,0,46,2320,6,307,15312,0,-9,283
104690,"pseudo1",1555387.5,90287.5,0,NA,47,1,52,2233,7,36,1556,0,279,21458,-9,-2,104
104691,"pseudo1",1642187.5,147287.5,0,NA,0,1,0,2675,24,38,1291,0,75,16082,1,-1,66
104692,"pseudo1",1744387.5,172087.5,0,NA,29,0,33,2995,24,37,1043,0,14,18433,-93,0,0
104693,"pseudo1",1692887.5,31587.5,0,NA,0,0,0,1032,0,33,1905,1,610,5767,0,-6,-294
104694,"pseudo1",1600987.5,144587.5,0,NA,0,0,0,3262,17,34,1058,0,11,18459,-168,0,-38
104695,"pseudo1",1724887.5,42587.5,0,NA,0,0,100,1942,7,33,1745,0,325,14737,21,-2,-6
104696,"pseudo1",1775487.5,30587.5,0,NA,2,0,4,1902,0.125,34,1426,0,422,11148,0,-3,136
104697,"pseudo1",1723987.5,1887.5,0,NA,77,0,23,2653,7,32,1955,0,179,16720,21,0,87
104698,"pseudo1",1586887.5,103887.5,0,NA,0,0,0,3345,34,31,958,0,1,18472,-233,0,-10
104699,"pseudo1",1639987.5,95787.5,0,NA,0,0,0,2862,17,40,1426,0,114,14829,47,0,-71
104700,"pseudo1",1655587.5,52387.5,0,NA,0,0,0,214,0,53,2412,12,211,21800,0,-11,-2
104701,"pseudo1",1622887.5,-7912.5,0,NA,0,0,0,236,0,42,1803,14,212,14720,0,-11,53
104702,"pseudo1",1629487.5,45287.5,0,NA,0,1,0,1067,0,41,1519,1,661,19383,0,-6,137
104703,"pseudo1",1611887.5,98987.5,0,NA,0,0,0,3192,0,34,1052,0,118,20343,-233,0,-10
104704,"pseudo1",1618887.5,-3312.5,0,NA,0,0,0,864,0,37,1357,2,263,15818,0,-6,-168
104705,"pseudo1",1673387.5,60687.5,0,NA,0,0,0,719,0,43,2053,2,68,17656,0,-7,-162
104706,"pseudo1",1540287.5,82787.5,0,NA,39,1,60,2086,12,36,1571,0,329,22641,-2,-2,42
104707,"pseudo1",1733087.5,129487.5,0,NA,54,0,27,2973,13,44,1718,0,188,18817,41,0,-159
104708,"pseudo1",1562287.5,96187.5,0,NA,8,0,4,2983,17,33,1171,0,24,18567,-153,0,21
104709,"pseudo1",1653887.5,-3212.5,0,NA,0,0,0,710,0,40,1427,4,332,22222,-1,-8,-91
104710,"pseudo1",1611887.5,137487.5,0,NA,66,1,27,2201,17,39,1627,0,151,17068,51,-2,101
104711,"pseudo1",1702687.5,43287.5,0,NA,0,0,0,1173,3,31,1942,0,253,17409,8,-5,-68
104712,"pseudo1",1639287.5,102487.5,0,NA,25,0,75,2446,17.25,41,1610,0,322,20799,53,-1,9
104713,"pseudo1",1691687.5,53087.5,0,NA,0,0,0,519,0,37,1890,4,278,11209,0,-8,218
104714,"pseudo1",1519387.5,49487.5,0,NA,37,0,62,2546,12,33,1459,0,102,19570,-78,0,-15
104715,"pseudo1",1612287.5,27887.5,0,NA,0,1,100,2053,7.9375,36,1276,0,364,12226,3,-2,62
104716,"pseudo1",1661187.5,110587.5,0,NA,29,0,46,3025,25.5625,39,1314,0,216,18402,37,0,220
104717,"pseudo1",1704987.5,16287.5,0,NA,79,0,14,3484,7.125,30,1991,0,339,19783,21,1,-157
104718,"pseudo1",1619887.5,38587.5,0,NA,0,1,0,582,0,41,1706,4,256,22283,0,-8,-151
104719,"pseudo1",1663687.5,140987.5,0,NA,43,0,25,3105,17,35,1133,0,115,17996,-92,0,-16
104720,"pseudo1",1623087.5,94287.5,0,NA,14,0,23,2873,25,37,1246,0,64,17533,34,0,19
104721,"pseudo1",1576887.5,24787.5,0,NA,0,0,0,3718,25,36,1184,0,6,17917,-47,1,-37
104722,"pseudo1",1555887.5,113387.5,0,NA,8,1,10,2401,16.875,37,1432,0,187,17280,-13,-1,26
104723,"pseudo1",1714587.5,113487.5,0,NA,39,1,54,2229,14.8125,47,2049,0,266,21803,43,-2,7
104724,"pseudo1",1728787.5,24887.5,0,NA,10,0,89,2143,2,33,1802,0,401,13660,7,-1,181
104725,"pseudo1",1739487.5,127187.5,0,NA,6,0,12,1558,6.75,50,2467,0,285,12643,21,-4,79
104726,"pseudo1",1603987.5,12187.5,0,NA,4,0,71,1552,7,37,1314,0,314,10506,21,-4,55
104727,"pseudo1",1804287.5,76287.5,0,NA,0,0,0,628,0,39,1039,4,156,19684,0,-8,4
104728,"pseudo1",1610587.5,109987.5,0,NA,0,0,0,3057,24,33,1162,0,50,17776,-72,0,7
104729,"pseudo1",1832687.5,99887.5,0,NA,0,1,0,680,0,40,1212,3,372,15285,0,-8,143
104730,"pseudo1",1836287.5,87787.5,0,NA,8,1,79,1247,7,36,869,1,213,13840,5,-6,196
104731,"pseudo1",1824487.5,79287.5,0,NA,0,0,88,1407,7,34,826,1,211,14835,11,-5,-162
104732,"pseudo1",1527587.5,57887.5,0,NA,81,1,12,2572,12,33,1380,0,256,21935,-90,0,-20
104733,"pseudo1",1689187.5,56887.5,0,NA,0,0,0,685,7,41,2097,3,321,20230,38,-7,56
104734,"pseudo1",1702987.5,61987.5,0,NA,0,0,0,1231,2.875,38,1605,1,455,9927,8,-5,-54
104735,"pseudo1",1641387.5,147287.5,0,NA,6,1,12,2743,25,37,1253,0,89,16176,-8,0,-36
104736,"pseudo1",1731987.5,50687.5,0,NA,0,0,0,621,0,38,1740,4,218,16763,0,-7,-157
104737,"pseudo1",1745887.5,48287.5,0,NA,0,1,0,1361,13,36,1628,0,322,18716,40,-4,-62
104738,"pseudo1",1588687.5,114387.5,0,NA,0,1,0,3211,12,32,1029,0,208,21621,-296,0,-27
104739,"pseudo1",1774787.5,66387.5,0,NA,0,0,100,2045,15.75,35,949,0,160,15406,13,-2,127
