siteid,spid,x,y,occ,group,cti,disturb,mi,rainann,raindq,rugged,soildepth,soilfert,solrad,tempann,tempmin,topo,vegsys
103836,pseudo1,152.4219607,-28.64140165,0,NA,1379,4,66,996,138,22,1029,2,95,174,37,1,7
103837,pseudo1,152.6647777,-31.24044236,0,NA,1509,3,86,1242,186,18,1090,2,86,179,56,-5,2
103838,pseudo1,152.9165879,-30.82855286,0,NA,1379,3,84,1348,216,15,1120,2,86,183,69,-8,2
103839,pseudo1,152.5253828,-30.68286269,0,NA,1179,3,90,1538,228,64,1059,2,79,179,68,8,2
103840,pseudo1,151.6989058,-30.95535727,0,NA,1439,4,59,710,144,17,1000,5,91,123,-7,-5,9
103841,pseudo1,152.2555862,-28.8311586,0,NA,1249,4,75,1062,156,12,1090,2,90,162,34,8,9
103842,pseudo1,151.0639844,-32.35110509,0,NA,1369,4,45,654,120,35,949,2,91,170,42,-13,9
103843,pseudo1,152.3715987,-31.61815762,0,NA,1359,4,93,1636,240,82,1059,2,93,157,34,-30,2
103844,pseudo1,151.73308,-30.78628473,0,NA,1289,2,76,760,138,85,839,1,79,126,-26,2,3
103845,pseudo1,151.25554,-32.43024543,0,NA,1679,4,59,844,156,29,980,3,87,169,41,-11,9
103846,pseudo1,152.5388726,-31.42929999,0,NA,1239,3,93,1432,204,69,899,2,82,169,60,13,2
103847,pseudo1,152.718737,-30.14326946,0,NA,1249,3,86,1390,204,34,1100,2,89,153,13,-12,2
103848,pseudo1,152.7340255,-31.24943558,0,NA,1119,2,88,1344,204,27,1029,2,82,178,71,13,2
103849,pseudo1,151.4875651,-31.45897762,0,NA,1319,2,86,1140,258,31,959,4,86,108,-7,-3,3
103850,pseudo1,152.1009028,-29.35816132,0,NA,1189,1,92,1456,228,52,1039,2,88,116,4,21,3
103851,pseudo1,151.9336289,-32.00306745,0,NA,1199,4,70,1044,144,74,879,2,82,171,60,-15,9
103852,pseudo1,152.2510895,-30.4508376,0,NA,1349,1,91,1176,180,16,1059,1,87,107,-3,-4,6
103853,pseudo1,152.4687255,-31.02820236,0,NA,1079,1,89,1288,168,54,1110,2,90,174,63,39,3
103854,pseudo1,151.8796695,-31.55160779,0,NA,1249,3,82,1036,138,77,959,2,90,152,13,8,3
103855,pseudo1,152.5748455,-31.39152846,0,NA,1109,3,91,1336,180,35,1019,2,79,176,65,23,2
103856,pseudo1,151.1467221,-32.14246237,0,NA,1309,3,64,864,186,69,949,2,88,155,19,-5,3
103857,pseudo1,152.2340024,-32.45902373,0,NA,1419,4,82,1370,258,2,1080,2,85,172,50,0,9
103858,pseudo1,152.1107953,-29.26013521,0,NA,1129,3,92,1396,216,60,970,2,87,115,4,33,3
103859,pseudo1,151.8284082,-32.40326576,0,NA,1219,4,78,1152,192,22,1090,2,86,169,46,1,9
103860,pseudo1,152.028957,-30.43195184,0,NA,1569,4,66,806,132,11,970,2,90,128,-3,-3,9
103861,pseudo1,151.7969319,-31.37893795,0,NA,1129,1,93,1266,216,63,1029,2,86,121,-10,26,2
103862,pseudo1,151.2600366,-32.60561322,0,NA,1409,4,51,724,132,10,1009,3,87,175,34,0,9
103863,pseudo1,152.0739231,-31.59927185,0,NA,1229,1,89,1232,168,34,1070,2,87,152,17,-2,2
103864,pseudo1,151.4641828,-31.97338983,0,NA,1149,2,94,1914,396,66,1100,4,87,95,-12,12,4
103865,pseudo1,150.9587638,-31.18288575,0,NA,1509,4,41,668,138,8,1009,2,92,161,14,-3,9
103866,pseudo1,152.7367234,-30.55156167,0,NA,1129,3,91,1828,252,70,1080,2,74,176,66,15,2
103867,pseudo1,152.6566838,-31.85108203,0,NA,1369,3,86,1362,234,1,1299,1,87,175,50,0,7
103868,pseudo1,152.1791438,-30.14956472,0,NA,1069,3,52,728,96,86,899,2,90,147,-3,42,4
103869,pseudo1,152.4435445,-28.41027588,0,NA,1299,3,66,936,138,39,1039,2,93,169,39,-11,7
103870,pseudo1,152.2169153,-30.23230234,0,NA,1259,3,77,902,132,27,1070,2,90,123,2,5,3
103871,pseudo1,151.4902631,-31.3114888,0,NA,1549,4,79,996,228,18,1039,2,90,112,-6,-5,9
103872,pseudo1,152.4435445,-29.84739251,0,NA,1189,3,88,1286,168,60,1000,2,72,152,5,10,3
103873,pseudo1,151.5316319,-32.62809628,0,NA,1219,4,67,938,168,24,1019,2,87,169,44,9,9
103874,pseudo1,153.5299255,-28.93008402,0,NA,1329,3,85,1656,276,2,1309,1,88,195,81,0,5
103875,pseudo1,151.3346804,-32.4455339,0,NA,1319,4,54,782,138,16,1000,2,85,172,35,0,9
103876,pseudo1,153.1854851,-29.67022607,0,NA,1389,2,82,1420,222,10,1139,2,89,187,73,-2,3
103877,pseudo1,152.2331031,-31.47336677,0,NA,1199,4,91,1216,162,18,1129,2,87,152,18,-1,9
103878,pseudo1,152.6036238,-31.38343456,0,NA,1229,4,89,1290,186,28,1129,2,87,177,57,-1,9
103879,pseudo1,153.2529343,-28.93458063,0,NA,1489,4,79,1290,186,1,1110,5,90,197,74,0,9
103880,pseudo1,151.7204895,-31.13881897,0,NA,1229,4,70,822,156,17,959,1,92,114,-5,8,9
103881,pseudo1,152.4642289,-30.4508376,0,NA,1069,1,89,1358,186,98,1039,2,86,155,16,39,1
103882,pseudo1,151.5909872,-31.31778405,0,NA,1209,4,86,1066,228,16,1059,4,88,106,-7,8,9
103883,pseudo1,152.2196133,-29.28261826,0,NA,1229,1,80,1190,174,63,1019,2,92,153,15,-18,3
103884,pseudo1,151.9803936,-29.65583691,0,NA,1339,3,79,948,156,12,980,1,89,127,4,2,7
103885,pseudo1,152.2807672,-29.09016335,0,NA,1309,3,88,1318,180,18,1080,1,88,133,11,1,6
103886,pseudo1,152.7205357,-29.79703047,0,NA,1149,3,64,1044,132,40,1019,2,91,184,62,25,3
103887,pseudo1,152.4948058,-31.82680033,0,NA,1329,4,85,1250,192,10,1080,2,87,171,45,3,9
103888,pseudo1,151.6818187,-30.46162947,0,NA,1479,4,60,760,150,6,1029,2,93,128,-14,0,9
103889,pseudo1,152.1161912,-30.59023252,0,NA,1439,3,82,978,150,9,1059,2,90,128,-7,2,3
103890,pseudo1,151.9399241,-32.28725322,0,NA,1759,3,82,1274,204,13,1090,2,85,170,41,-7,7
103891,pseudo1,152.7304282,-31.30249558,0,NA,1719,4,84,1230,216,15,1070,2,89,180,54,-4,9
103892,pseudo1,151.9749977,-29.3167925,0,NA,1189,4,63,866,150,22,980,1,93,140,3,6,9
103893,pseudo1,151.7034024,-30.54076981,0,NA,1329,4,63,796,150,10,1029,2,92,127,-9,2,9
103894,pseudo1,151.7978312,-30.96704846,0,NA,1409,4,73,828,150,6,1019,2,90,116,-4,0,9
103895,pseudo1,152.453437,-31.98238305,0,NA,1139,3,82,1190,204,18,1100,2,86,170,53,20,9
103896,pseudo1,151.5325312,-30.85733117,0,NA,1329,3,68,844,174,6,1049,2,91,121,-6,3,7
103897,pseudo1,152.5802414,-31.84118949,0,NA,1059,4,84,1298,210,0,1110,3,87,175,48,0,9
103898,pseudo1,151.9183404,-30.61271557,0,NA,1109,1,47,678,108,129,819,2,101,146,-6,-1,4
103899,pseudo1,152.2483916,-28.84554775,0,NA,1869,3,75,1054,156,10,1090,1,91,164,36,-7,3
103900,pseudo1,152.0136685,-32.60921051,0,NA,1359,4,75,1220,258,8,1080,2,87,172,53,-1,9
103901,pseudo1,152.6135163,-30.0551359,0,NA,1399,3,84,1310,174,34,1080,2,88,156,22,-17,3
103902,pseudo1,152.7673004,-31.54890982,0,NA,1209,3,88,1480,246,16,1120,2,87,176,54,6,2
103903,pseudo1,152.6548851,-31.8294983,0,NA,1379,3,86,1378,234,1,1129,3,87,175,50,0,5
103904,pseudo1,151.7780461,-32.71982712,0,NA,1309,3,73,1086,216,22,1049,2,84,173,58,1,3
103905,pseudo1,152.6971533,-29.34647013,0,NA,1309,3,71,1132,162,9,1090,2,89,186,52,3,7
103906,pseudo1,152.637798,-29.29161148,0,NA,1559,4,73,1170,162,22,1080,2,89,182,49,-13,9
103907,pseudo1,152.9255811,-28.89411114,0,NA,1109,4,67,962,108,4,1070,5,91,195,61,0,9
103908,pseudo1,151.4920617,-31.99947017,0,NA,1179,1,94,2102,438,32,1100,4,81,96,-12,13,4
103909,pseudo1,152.1503655,-31.36095151,0,NA,1769,1,93,1292,162,45,1110,2,80,157,26,-19,2
103910,pseudo1,151.3301838,-31.98598033,0,NA,1189,4,85,1236,264,82,1000,5,95,121,-20,-5,9
103911,pseudo1,151.3229892,-32.05702678,0,NA,1149,2,88,1332,276,76,949,2,83,122,-19,30,3
103912,pseudo1,151.4372031,-31.60376847,0,NA,1229,3,61,730,144,60,790,2,84,155,14,-18,1
103913,pseudo1,151.3571634,-31.16130202,0,NA,1119,4,62,830,192,39,970,2,90,122,-33,36,9
103914,pseudo1,150.9263882,-31.6298488,0,NA,1139,4,60,822,192,20,1029,2,90,139,-8,9,9
103915,pseudo1,152.0307556,-30.47062269,0,NA,1239,4,63,768,126,8,1049,2,92,129,-11,4,9
103916,pseudo1,152.8113672,-31.12622846,0,NA,1679,2,87,1348,204,10,1120,2,86,181,63,-4,3
103917,pseudo1,152.137775,-31.60376847,0,NA,1359,3,94,1278,180,66,1000,2,77,142,1,-1,2
103918,pseudo1,152.3302299,-31.51833287,0,NA,1149,3,90,1184,156,49,1039,2,82,173,54,15,2
103919,pseudo1,152.478618,-29.75296369,0,NA,1259,3,76,1146,144,58,1070,2,90,179,52,-4,3
103920,pseudo1,151.6170675,-31.50394372,0,NA,1209,2,90,1126,228,36,1000,2,78,115,-6,8,3
103921,pseudo1,151.6188661,-31.55700372,0,NA,1119,1,62,786,126,113,889,2,76,141,-5,-2,3
103922,pseudo1,151.442599,-32.50758712,0,NA,1589,4,65,920,156,33,1039,2,87,169,41,-15,9
103923,pseudo1,151.0882661,-32.05253017,0,NA,1499,3,62,822,186,64,1000,2,91,152,13,-33,3
103924,pseudo1,152.0361516,-30.56864879,0,NA,1209,1,61,802,126,129,850,2,97,131,-17,-31,3
103925,pseudo1,152.4615309,-29.72688335,0,NA,1369,3,73,1122,138,24,1100,2,89,182,53,-7,3
103926,pseudo1,152.771797,-28.39948401,0,NA,1169,1,91,1412,180,98,1039,5,72,162,51,18,2
103927,pseudo1,152.1332784,-29.95800912,0,NA,1129,1,48,730,108,93,870,2,89,160,19,-1,4
103928,pseudo1,152.7574079,-29.61177013,0,NA,1119,3,71,1090,138,35,1019,1,82,186,59,19,3
103929,pseudo1,153.3257794,-29.05508979,0,NA,1189,4,78,1316,204,0,1100,4,90,195,76,0,9
103930,pseudo1,152.0595339,-31.85467932,0,NA,1129,3,72,1004,132,44,1000,2,88,172,49,15,2
103931,pseudo1,151.4695787,-32.65687458,0,NA,1269,4,57,806,150,8,1019,3,88,176,44,3,9
103932,pseudo1,151.9911855,-32.13436847,0,NA,1499,4,75,1072,162,54,980,2,89,171,58,-27,9
103933,pseudo1,152.6458919,-31.83399491,0,NA,1509,3,86,1378,228,2,1129,3,87,175,50,0,5
103934,pseudo1,151.2447482,-31.56959423,0,NA,1559,4,67,900,210,37,1049,2,89,137,-10,-10,9
103935,pseudo1,151.0945614,-32.05882542,0,NA,1159,3,76,994,228,73,889,2,72,131,-12,10,9
103936,pseudo1,152.3850885,-30.97873964,0,NA,1259,1,89,1440,186,121,949,2,90,153,17,-28,2
103937,pseudo1,152.8446421,-31.53362135,0,NA,1509,3,88,1522,252,5,1120,3,86,178,55,1,3
103938,pseudo1,152.6207109,-30.18373895,0,NA,1129,3,87,1302,180,47,1080,2,83,149,0,10,2
103939,pseudo1,152.1359763,-30.44184438,0,NA,1269,4,70,864,126,30,990,2,94,123,0,-6,9
103940,pseudo1,151.8365021,-31.75845186,0,NA,1369,3,88,1046,132,95,990,2,78,167,48,-38,1
103941,pseudo1,152.6809655,-28.52359046,0,NA,1399,3,83,1330,168,38,1019,2,82,172,42,-12,2
103942,pseudo1,151.1701044,-31.13971829,0,NA,1149,3,66,840,192,62,899,2,74,145,-6,37,3
103943,pseudo1,153.2502363,-28.70435419,0,NA,1169,3,86,1418,168,40,1090,5,87,188,59,10,7
103944,pseudo1,151.9363268,-29.6144681,0,NA,1529,4,67,856,150,6,1009,1,93,130,4,-1,9
103945,pseudo1,152.4921079,-29.20887386,0,NA,1559,4,67,1098,156,15,1009,2,90,187,46,-1,9
103946,pseudo1,151.3472709,-32.42305085,0,NA,1209,4,64,864,150,44,980,2,86,168,48,10,9
103947,pseudo1,152.135077,-31.6910027,0,NA,1219,3,94,1636,234,52,1100,2,76,133,-11,-8,2
103948,pseudo1,151.7681536,-32.3924739,0,NA,1689,4,69,1010,174,6,1080,2,86,172,42,-2,9
103949,pseudo1,152.7124418,-29.69540708,0,NA,1499,4,64,1026,126,7,1080,4,90,189,61,-2,9
103950,pseudo1,151.6683289,-32.44013797,0,NA,1629,4,70,1010,162,41,1080,2,87,168,51,-21,9
103951,pseudo1,151.9363268,-31.91493389,0,NA,1169,3,73,1024,132,63,990,2,88,173,62,-13,2
103952,pseudo1,152.2214119,-29.50475081,0,NA,1489,3,88,1526,216,77,1009,2,95,145,5,-47,3
103953,pseudo1,152.6000265,-31.13791965,0,NA,1069,1,92,1544,204,47,1090,2,87,164,46,27,2
103954,pseudo1,151.3589621,-32.65057933,0,NA,1909,4,51,718,132,5,1029,2,86,176,39,-2,9
103955,pseudo1,152.5964292,-29.56410606,0,NA,1429,4,72,1172,126,24,1059,2,87,188,56,-11,9
103956,pseudo1,152.7529112,-30.56685015,0,NA,1279,4,86,1588,210,21,1139,2,87,185,73,1,9
103957,pseudo1,151.1934868,-32.11368407,0,NA,1939,4,61,836,174,25,1049,2,90,162,33,-18,9
103958,pseudo1,151.1332322,-31.6460366,0,NA,1149,2,86,1186,282,100,949,4,70,116,-8,0,3
103959,pseudo1,151.1431248,-31.44638711,0,NA,1349,3,57,822,186,64,930,2,89,137,-11,-27,3
103960,pseudo1,153.0191106,-29.6837159,0,NA,1449,4,70,1066,156,4,1080,1,90,189,69,1,9
103961,pseudo1,151.1116485,-32.44733254,0,NA,1509,4,50,710,132,3,1029,2,86,174,28,-1,9
103962,pseudo1,152.0721245,-31.58398338,0,NA,1059,1,89,1210,162,65,980,2,84,151,16,54,2
103963,pseudo1,152.4624302,-31.03629625,0,NA,1079,1,90,1322,168,55,1090,2,85,168,51,38,2
103964,pseudo1,151.8598845,-29.97509624,0,NA,1299,3,84,1020,192,9,990,1,90,113,0,1,3
103965,pseudo1,151.9534139,-28.94717114,0,NA,1499,4,55,782,144,7,1039,1,95,147,13,0,9
103966,pseudo1,151.3886397,-30.82225761,0,NA,1459,4,66,850,174,4,1000,1,91,123,-7,1,9
103967,pseudo1,152.4147662,-30.72243286,0,NA,1159,3,86,1276,180,52,1100,2,92,178,64,-17,3
103968,pseudo1,151.0936621,-32.19102576,0,NA,1299,4,60,784,168,18,980,3,85,165,37,-1,9
103969,pseudo1,153.0514862,-29.5290325,0,NA,1419,4,70,1056,150,1,1080,1,90,190,69,1,9
103970,pseudo1,152.1125939,-32.70903526,0,NA,1312,4,76,1288,300,0,1120,3,85,173,56,0,9
103971,pseudo1,151.7087984,-32.71353187,0,NA,1319,4,68,986,192,8,1059,2,86,174,56,2,9
103972,pseudo1,152.3680014,-28.85364165,0,NA,1509,3,77,1164,162,38,1019,2,92,168,36,-29,3
103973,pseudo1,152.0919095,-31.28181117,0,NA,1469,3,92,1274,156,67,1019,2,86,126,-22,-26,2
103974,pseudo1,152.4588329,-31.35375694,0,NA,1129,3,89,1352,162,54,1090,2,92,176,69,8,2
103975,pseudo1,151.0343068,-31.73866677,0,NA,1339,4,55,760,174,23,970,3,90,150,4,-4,9
103976,pseudo1,153.0334997,-29.88246607,0,NA,1419,3,75,1204,156,5,1120,2,89,187,71,2,3
103977,pseudo1,151.579296,-31.46707151,0,NA,1169,4,90,1158,252,45,1009,2,79,114,-6,14,3
103978,pseudo1,153.1639014,-28.40398063,0,NA,1249,4,90,1520,174,14,1139,2,89,189,55,1,9
103979,pseudo1,152.3796926,-28.7700047,0,NA,1849,2,65,1016,138,31,980,2,94,182,39,-17,3
103980,pseudo1,152.4075716,-30.73142608,0,NA,1109,3,88,1308,186,86,970,2,68,170,51,9,3
103981,pseudo1,151.5073502,-32.45452712,0,NA,1299,4,60,878,144,11,1039,2,86,172,37,3,9
103982,pseudo1,152.9102926,-29.93912336,0,NA,1479,4,72,1158,150,20,1080,2,87,187,68,-1,9
103983,pseudo1,152.8392462,-30.94186744,0,NA,1239,3,83,1244,204,6,1120,2,88,183,63,6,2
103984,pseudo1,151.7708516,-32.85112814,0,NA,1312,3,69,1042,222,0,1080,3,85,175,57,0,5
103985,pseudo1,152.6980526,-29.99218336,0,NA,1149,4,78,1132,150,50,990,2,84,168,45,24,9
103986,pseudo1,152.7610051,-29.45169081,0,NA,1159,3,78,1354,180,62,990,1,93,173,49,0,3
103987,pseudo1,153.0532848,-29.94721726,0,NA,1379,4,76,1258,156,3,1120,2,89,187,72,1,9
103988,pseudo1,153.4561811,-29.01821758,0,NA,1509,1,82,1482,234,1,1320,1,89,194,79,0,5
103989,pseudo1,151.1035546,-31.6091644,0,NA,1119,3,73,1050,252,44,1049,4,89,123,-25,19,3
103990,pseudo1,152.718737,-28.9984325,0,NA,1189,3,78,1194,144,20,1110,2,90,181,46,8,2
103991,pseudo1,152.6306034,-28.34282673,0,NA,1179,4,77,1062,144,15,1070,2,90,172,41,-2,9
103992,pseudo1,152.8671251,-31.2584288,0,NA,1409,3,88,1474,228,2,1100,3,87,181,58,-2,5
103993,pseudo1,153.1000496,-28.9210908,0,NA,2129,4,74,1068,144,1,1080,5,91,198,69,-3,9
103994,pseudo1,152.5640536,-31.78363287,0,NA,1399,4,87,1378,210,12,1110,2,86,175,47,-4,9
103995,pseudo1,151.4974577,-32.32772271,0,NA,1239,4,78,1142,168,53,1009,2,83,170,51,-14,9
103996,pseudo1,151.4066261,-31.21256337,0,NA,1319,3,75,966,228,30,1019,2,91,116,-5,1,9
103997,pseudo1,151.4965583,-32.68295492,0,NA,1269,4,58,824,156,6,1059,2,86,178,46,0,9
103998,pseudo1,152.3122434,-30.48501184,0,NA,1299,3,92,1248,192,30,1070,1,89,114,0,-9,6
103999,pseudo1,151.8625824,-32.70903526,0,NA,1389,3,73,1130,234,5,1090,2,85,173,59,1,3
104000,pseudo1,152.7681997,-29.75026573,0,NA,1179,3,71,1044,132,44,1029,1,88,187,62,14,3
104001,pseudo1,152.5208862,-32.18922712,0,NA,1319,4,79,1238,240,11,1250,1,88,171,47,-4,9
104002,pseudo1,151.2951102,-31.17119456,0,NA,1189,4,55,804,180,29,1000,2,91,144,-6,7,9
104003,pseudo1,152.2528882,-29.38064437,0,NA,1139,3,82,1270,180,62,1009,2,89,164,29,18,3
104004,pseudo1,151.4857665,-31.8133105,0,NA,1409,4,89,1182,246,17,1100,5,87,110,-6,-1,9
104005,pseudo1,151.367056,-31.17479185,0,NA,1179,3,61,846,198,46,930,2,93,122,-15,3,9
104006,pseudo1,151.152118,-32.00846339,0,NA,1999,4,58,794,174,17,1029,2,87,163,34,-13,9
104007,pseudo1,152.690858,-28.3823969,0,NA,1559,2,77,1064,138,18,1110,2,91,177,44,-6,2
104008,pseudo1,152.2933577,-30.40497218,0,NA,1269,1,86,1032,162,18,1059,5,92,113,0,4,6
104009,pseudo1,152.8392462,-30.71793625,0,NA,1312,4,81,1278,186,8,1139,2,88,185,64,-4,9
104010,pseudo1,152.3967797,-29.40132877,0,NA,1159,1,87,1304,174,116,970,2,81,169,37,12,2
104011,pseudo1,152.0190645,-30.6504871,0,NA,1249,1,56,780,120,137,819,2,83,152,6,-57,3
104012,pseudo1,152.1260838,-30.65498371,0,NA,1339,3,89,1212,186,21,1049,2,86,128,-15,1,2
104013,pseudo1,152.3733973,-32.42484949,0,NA,1312,4,81,1380,258,4,1129,2,86,169,50,0,9
104014,pseudo1,150.9084017,-31.52732609,0,NA,1249,4,60,786,180,38,990,3,86,139,-9,-5,9
104015,pseudo1,152.8365482,-30.29075828,0,NA,1359,3,90,1766,264,39,1179,2,88,153,18,-10,2
104016,pseudo1,151.7501672,-30.51648811,0,NA,1209,2,63,794,150,12,1039,2,92,128,-10,4,3
104017,pseudo1,151.6431478,-31.89335016,0,NA,1109,3,83,1146,198,97,889,2,91,128,-17,-3,3
104018,pseudo1,152.3572095,-31.54441321,0,NA,1109,3,92,1302,180,58,1029,2,84,168,57,7,2
104019,pseudo1,152.2780692,-31.24853626,0,NA,1419,1,92,1292,162,53,1080,2,91,175,64,-30,3
104020,pseudo1,151.2699292,-31.38703185,0,NA,1219,2,81,1202,294,107,930,2,90,121,-14,-18,3
104021,pseudo1,150.9488712,-31.73237152,0,NA,1139,4,66,870,204,58,949,5,78,131,-16,29,9
104022,pseudo1,151.3193919,-32.53996271,0,NA,1199,4,51,742,132,12,1029,2,88,173,31,4,9
104023,pseudo1,152.6171136,-29.80602369,0,NA,1489,3,78,1130,144,49,1029,2,95,176,52,-49,3
104024,pseudo1,151.8796695,-31.85467932,0,NA,1099,3,75,944,120,33,1019,2,87,174,63,37,7
104025,pseudo1,152.8896082,-29.13063284,0,NA,1609,3,68,1024,126,1,1059,1,90,192,60,0,3
104026,pseudo1,152.271774,-29.62525996,0,NA,1129,3,91,1462,204,64,1019,2,82,149,5,23,3
104027,pseudo1,153.1027475,-30.05873319,0,NA,1249,3,80,1452,168,34,1129,2,92,186,76,-1,9
104028,pseudo1,151.1008566,-31.38703185,0,NA,1319,4,53,792,174,17,1039,3,90,147,-3,-2,9
104029,pseudo1,152.8671251,-28.96425826,0,NA,1219,2,73,1116,126,26,1049,1,90,184,46,6,3
104030,pseudo1,152.2007275,-28.89590978,0,NA,1229,3,86,1234,192,35,1080,1,90,139,13,11,2
104031,pseudo1,152.4210614,-31.68560677,0,NA,1139,3,94,1728,258,59,1100,2,82,167,57,1,2
104032,pseudo1,152.5946306,-28.76730673,0,NA,1309,4,70,1050,126,17,1070,2,90,184,39,5,9
104033,pseudo1,151.8625824,-31.2341471,0,NA,1209,3,92,1124,198,21,1059,2,88,107,-6,11,7
104034,pseudo1,152.5046984,-31.4949505,0,NA,1129,3,92,1410,198,60,1049,2,70,174,69,25,3
104035,pseudo1,152.7133411,-29.25114199,0,NA,1189,3,72,1198,162,57,1000,2,93,181,50,14,7
104036,pseudo1,152.0379502,-31.18468439,0,NA,1339,1,54,694,90,120,889,2,94,151,10,-47,3
104037,pseudo1,151.8958573,-32.68565289,0,NA,1469,3,73,1152,240,7,1110,2,86,173,54,0,3
104038,pseudo1,152.7385221,-31.6703183,0,NA,1749,4,86,1414,234,13,1100,2,87,176,52,-2,2
104039,pseudo1,152.8563333,-28.3419274,0,NA,1139,1,89,1292,162,58,1000,5,82,170,46,13,1
104040,pseudo1,151.7069997,-30.5893332,0,NA,1449,4,63,792,150,5,1049,2,92,127,-15,1,9
104041,pseudo1,151.6305573,-32.36459492,0,NA,1199,4,70,1016,156,29,1049,2,86,169,48,-3,9
104042,pseudo1,151.9237363,-29.64774301,0,NA,1219,4,75,920,162,34,1000,1,92,123,4,-1,9
104043,pseudo1,152.2555862,-28.60452944,0,NA,1169,4,52,814,120,46,959,2,93,177,35,14,9
104044,pseudo1,151.9345282,-30.54346777,0,NA,1349,4,61,756,126,31,920,1,94,127,-3,-5,9
104045,pseudo1,152.506497,-28.62431453,0,NA,1209,3,89,1392,186,57,1029,4,81,148,24,13,1
104046,pseudo1,152.3796926,-30.48501184,0,NA,1239,4,95,1874,282,27,1190,4,86,102,-5,7,3
104047,pseudo1,151.9947828,-29.87437217,0,NA,1339,3,70,880,144,26,1009,2,91,132,-1,-12,9
104048,pseudo1,152.6449926,-30.18283963,0,NA,1439,2,89,1332,186,45,1009,2,80,154,14,-27,2
104049,pseudo1,151.3220899,-30.96524981,0,NA,1249,4,53,688,150,26,939,1,88,123,-27,6,9
104050,pseudo1,151.978595,-31.08755761,0,NA,1519,3,57,638,84,77,920,2,86,163,32,-14,4
104051,pseudo1,152.506497,-31.85737728,0,NA,1149,4,83,1204,192,1,1120,2,87,174,46,0,9
104052,pseudo1,152.5703489,-29.26912843,0,NA,1389,4,67,1100,162,7,1029,2,90,189,51,-3,9
104053,pseudo1,153.0352984,-29.00023114,0,NA,1589,4,66,952,120,3,1070,2,91,196,66,0,9
104054,pseudo1,152.0433462,-32.73331695,0,NA,1039,2,75,1258,288,2,1090,1,85,173,57,0,5
104055,pseudo1,152.4579336,-30.34831489,0,NA,1529,4,93,1494,222,21,1169,5,89,118,2,-6,9
104056,pseudo1,153.1126401,-29.781742,0,NA,1229,4,74,1184,162,12,1090,1,91,187,70,13,3
104057,pseudo1,152.2052241,-31.71438508,0,NA,1279,4,87,1264,174,40,1059,2,93,174,63,-5,9
104058,pseudo1,152.4165648,-31.78543152,0,NA,1489,4,87,1260,180,6,1110,2,86,172,43,0,9
104059,pseudo1,152.5613556,-30.56055489,0,NA,1129,2,93,1948,270,84,1129,2,78,168,46,8,2
104060,pseudo1,152.769099,-29.34826877,0,NA,1399,4,73,1146,162,10,1110,2,89,187,55,-1,9
104061,pseudo1,152.2573848,-31.63884202,0,NA,1589,4,94,1544,228,19,1149,2,85,145,6,-17,9
104062,pseudo1,152.1422716,-28.74752165,0,NA,1269,3,58,846,138,71,970,1,96,161,33,6,3
104063,pseudo1,152.1593587,-29.02811013,0,NA,1369,4,74,998,150,7,1009,2,92,140,11,4,9
104064,pseudo1,151.3562641,-31.75035796,0,NA,1399,4,55,708,150,24,1019,2,87,140,-5,-9,9
104065,pseudo1,152.1548621,-29.99847861,0,NA,1699,3,64,846,120,31,1000,2,91,144,-3,-27,3
104066,pseudo1,152.8815143,-29.69091047,0,NA,1539,4,62,964,132,6,1080,2,90,190,66,-4,9
104067,pseudo1,152.185439,-29.03710335,0,NA,1189,4,65,924,138,66,910,2,96,152,18,-11,9
104068,pseudo1,151.8284082,-30.46972336,0,NA,1729,4,60,746,132,13,1029,2,91,128,-6,-6,3
104069,pseudo1,151.8374014,-30.31054336,0,NA,2139,3,68,806,150,20,1059,2,92,121,0,-5,7
104070,pseudo1,152.3023509,-29.73227929,0,NA,1429,3,89,1402,192,52,1070,2,86,153,9,-27,2
104071,pseudo1,151.5577122,-31.81960576,0,NA,1279,3,89,1200,240,20,1029,2,88,117,-8,-1,2
104072,pseudo1,151.8643811,-30.87711625,0,NA,1289,3,86,984,162,32,980,2,82,118,-2,1,3
104073,pseudo1,153.1036468,-28.44534944,0,NA,1249,3,94,1912,216,81,1100,4,64,169,52,5,1
104074,pseudo1,153.252035,-29.40582538,0,NA,1279,4,80,1414,210,0,1120,2,89,191,74,0,9
104075,pseudo1,152.7034485,-30.71433896,0,NA,1109,2,91,1744,252,63,1039,2,76,163,41,14,2
104076,pseudo1,152.5514631,-29.65493759,0,NA,1469,1,79,1312,168,87,1039,2,96,177,50,-39,3
104077,pseudo1,152.9093933,-31.31418677,0,NA,1399,1,89,1476,228,1,1320,1,87,180,59,2,5
104078,pseudo1,152.2393984,-28.47502707,0,NA,1789,4,59,870,138,12,1029,2,95,168,37,-7,9
104079,pseudo1,152.3760953,-29.81501692,0,NA,1539,3,88,1178,162,74,1000,2,74,158,21,-30,2
104080,pseudo1,151.4300085,-32.33491729,0,NA,1209,4,63,938,150,35,1000,2,87,170,44,-5,9
104081,pseudo1,152.7708977,-30.85823049,0,NA,1169,2,84,1252,180,17,1120,2,89,184,73,2,2
104082,pseudo1,153.249337,-29.80692302,0,NA,1409,2,78,1378,192,10,1049,2,89,187,75,-4,3
104083,pseudo1,152.5748455,-31.21256337,0,NA,1399,3,90,1406,168,21,1110,2,85,179,60,-10,2
