"siteid","spid","x","y","occ","group","sabio1","sabio2","sabio4","sabio5","sabio6","sabio7","sabio8","sabio12","sabio15","sabio17","sabio18"
104943,"pseudo1",-39.5079458769,-11.5415856406,0,NA,237,103,1591,311,166,145,252,579,35,55,180
104944,"pseudo1",-52.5829458769,-32.0915856406,0,NA,185,100,3845,290,80,210,156,1418,15,259,347
104945,"pseudo1",-68.2246125435,-8.73325230729,0,NA,248,123,688,315,163,152,252,2398,48,151,636
104946,"pseudo1",-53.1329458769,-3.67491897395,0,NA,247,93,458,305,189,116,242,1747,64,94,146
104947,"pseudo1",-39.0079458769,-11.6832523073,0,NA,230,93,1563,298,160,138,232,764,23,102,197
104948,"pseudo1",-61.8662792102,-17.524918974,0,NA,248,138,1872,338,140,198,264,967,54,78,292
104949,"pseudo1",-52.9496125435,-3.19158564062,0,NA,260,92,478,318,206,112,255,1819,74,82,118
104950,"pseudo1",-71.5412792102,5.05841435938,0,NA,267,96,961,344,211,133,253,2157,64,76,321
104951,"pseudo1",-75.4079458769,-0.758252307286,0,NA,255,94,640,312,198,114,247,2806,25,438,478
104952,"pseudo1",-48.9329458769,-27.874918974,0,NA,173,75,3025,252,91,161,206,1697,30,247,542
104953,"pseudo1",-41.1579458769,-14.199918974,0,NA,238,106,1375,304,156,148,248,669,70,18,225
104954,"pseudo1",-70.2912792102,-0.958252307286,0,NA,259,85,436,309,209,100,260,3276,17,595,701
104955,"pseudo1",-74.4412792102,5.23341435938,0,NA,220,94,320,273,166,107,217,1976,38,285,605
104956,"pseudo1",-64.4746125435,-17.0665856406,0,NA,255,116,1917,329,154,175,273,2909,49,281,1107
104957,"pseudo1",-61.8496125435,-9.95825230729,0,NA,245,121,516,333,154,179,245,2005,68,29,161
104958,"pseudo1",-35.9746125435,-7.37491897395,0,NA,234,89,1265,299,171,128,238,556,63,26,144
104959,"pseudo1",-60.7329458769,3.62508102605,0,NA,270,105,515,331,211,120,264,1339,82,60,157
104960,"pseudo1",-51.2912792102,-12.9415856406,0,NA,268,122,855,346,178,168,273,1889,69,15,401
104961,"pseudo1",-65.6912792102,-9.34158564062,0,NA,261,105,561,328,191,137,260,1943,58,62,234
104962,"pseudo1",-49.0912792102,-15.7582523073,0,NA,235,92,825,300,165,135,237,1818,68,19,218
104963,"pseudo1",-38.4746125435,-11.3415856406,0,NA,240,103,1525,313,168,145,243,766,32,107,183
104964,"pseudo1",-45.4496125435,-22.9665856406,0,NA,198,104,2314,271,96,175,222,1720,61,94,677
104965,"pseudo1",-76.1912792102,-11.424918974,0,NA,28,130,1053,102,-65,167,39,955,57,44,398
104966,"pseudo1",-51.8746125435,1.59174769271,0,NA,257,87,615,323,207,116,253,2751,42,207,274
104967,"pseudo1",-66.5829458769,-8.29991897395,0,NA,258,108,481,321,186,135,259,2360,50,114,517
104968,"pseudo1",-45.3079458769,-17.099918974,0,NA,231,141,1701,319,113,206,241,1319,80,13,471
104969,"pseudo1",-69.4329458769,-1.12491897395,0,NA,256,86,394,304,207,97,256,3605,18,623,768
104970,"pseudo1",-71.7329458769,-12.6415856406,0,NA,205,119,533,277,128,149,205,1872,40,192,370
104971,"pseudo1",-72.7412792102,4.07508102605,0,NA,266,94,984,338,210,128,254,2376,61,105,160
104972,"pseudo1",-49.8412792102,-13.4332523073,0,NA,266,106,635,340,191,149,267,1982,74,19,183
104973,"pseudo1",-48.8912792102,-5.92491897395,0,NA,264,101,318,332,201,131,261,1948,62,72,182
104974,"pseudo1",-65.3996125435,-12.2915856406,0,NA,266,120,776,351,179,172,267,1691,62,50,329
104975,"pseudo1",-70.7912792102,-4.15825230729,0,NA,259,95,374,312,200,112,260,2950,19,488,637
104976,"pseudo1",-49.7662792102,-14.8665856406,0,NA,252,93,741,322,184,138,252,2089,75,20,67
104977,"pseudo1",-51.1746125435,-23.324918974,0,NA,211,122,2548,295,105,190,236,1609,37,181,490
104978,"pseudo1",-49.3246125435,-28.2082523073,0,NA,196,103,3027,288,97,191,229,1652,24,263,502
104979,"pseudo1",-69.7496125435,-11.4665856406,0,NA,242,112,1020,314,151,163,249,2277,45,166,670
104980,"pseudo1",-45.8329458769,-7.49158564062,0,NA,266,113,716,347,189,158,262,1358,70,10,113
104981,"pseudo1",-52.1996125435,-14.999918974,0,NA,251,136,1274,335,142,193,257,1779,70,16,409
104982,"pseudo1",-51.6246125435,-13.1582523073,0,NA,260,127,930,340,163,177,265,1865,70,14,394
104983,"pseudo1",-66.3412792102,-19.2415856406,0,NA,83,153,2626,188,-50,238,104,371,94,3,147
104984,"pseudo1",-67.0079458769,-9.74158564062,0,NA,260,107,650,325,182,143,263,2409,51,126,308
104985,"pseudo1",-59.4746125435,-12.1582523073,0,NA,225,130,636,311,121,190,227,2302,67,37,442
104986,"pseudo1",-39.4912792102,-6.01658564062,0,NA,263,103,994,334,198,136,257,953,85,27,48
104987,"pseudo1",-47.2162792102,-15.499918974,0,NA,229,112,1104,302,139,163,233,1695,73,14,173
104988,"pseudo1",-37.8579458769,-10.5415856406,0,NA,239,87,1602,303,172,131,221,768,45,90,152
104989,"pseudo1",-51.2412792102,-28.6915856406,0,NA,172,99,3024,265,83,182,157,2034,10,427,456
104990,"pseudo1",-42.9246125435,-16.924918974,0,NA,221,126,1721,303,124,179,233,1100,80,15,377
104991,"pseudo1",-56.4412792102,-19.724918974,0,NA,254,109,2339,330,157,173,275,1536,54,102,592
104992,"pseudo1",-42.5996125435,-9.08325230729,0,NA,267,141,882,352,172,180,270,798,75,5,129
104993,"pseudo1",-70.8662792102,-5.31658564062,0,NA,259,101,363,316,195,121,259,2507,22,359,632
104994,"pseudo1",-65.5579458769,-5.88325230729,0,NA,264,93,284,322,206,116,264,3266,39,294,614
104995,"pseudo1",-71.2996125435,5.36674769271,0,NA,267,97,954,343,210,133,253,2155,63,82,308
104996,"pseudo1",-70.9496125435,-15.174918974,0,NA,36,198,2303,152,-135,287,57,971,81,14,454
104997,"pseudo1",-41.3412792102,-14.599918974,0,NA,218,108,1453,286,134,152,228,728,74,15,244
104998,"pseudo1",-70.6996125435,-15.8332523073,0,NA,41,170,1654,141,-93,234,55,848,89,8,411
104999,"pseudo1",-70.5162792102,-17.824918974,0,NA,186,109,2603,276,94,182,153,1,27,0,0
105000,"pseudo1",-76.4412792102,-0.633252307286,0,NA,246,95,426,302,192,110,243,3332,14,650,787
105001,"pseudo1",-57.5746125435,-6.87491897395,0,NA,266,108,380,347,180,167,264,2682,54,97,547
105002,"pseudo1",-71.6746125435,-8.29158564062,0,NA,256,102,531,316,184,132,258,2220,43,169,610
105003,"pseudo1",-53.1162792102,-25.399918974,0,NA,195,134,3287,299,75,224,231,2026,22,378,567
105004,"pseudo1",-66.9246125435,-6.84158564062,0,NA,259,103,362,319,193,126,260,2861,44,212,570
105005,"pseudo1",-58.3246125435,-10.224918974,0,NA,250,128,628,340,145,195,250,2414,66,39,427
105006,"pseudo1",-53.1829458769,-24.924918974,0,NA,184,127,3000,283,73,210,216,1981,24,352,567
105007,"pseudo1",-50.8912792102,-24.0082523073,0,NA,188,128,2787,279,74,205,217,1642,27,266,505
105008,"pseudo1",-41.0079458769,-3.51658564062,0,NA,264,116,722,339,195,144,258,1275,96,6,45
105009,"pseudo1",-61.5412792102,-0.799918973953,0,NA,273,94,332,327,218,109,268,2251,31,379,384
105010,"pseudo1",-45.3579458769,-11.8832523073,0,NA,246,137,862,340,148,192,248,1299,76,0,341
105011,"pseudo1",-40.1079458769,-8.53325230729,0,NA,246,124,1426,325,160,165,253,577,75,12,170
105012,"pseudo1",-79.4329458769,-4.69991897395,0,NA,104,122,257,175,37,138,103,1241,64,67,215
105013,"pseudo1",-44.2246125435,-5.72491897395,0,NA,264,106,958,340,190,150,258,1301,70,32,78
105014,"pseudo1",-47.7162792102,-24.8165856406,0,NA,223,88,2859,303,130,173,256,2182,37,270,782
105015,"pseudo1",-52.7412792102,-25.624918974,0,NA,194,135,3331,299,73,226,230,2012,20,376,551
105016,"pseudo1",-51.0162792102,-14.4832523073,0,NA,263,113,750,338,178,160,265,1849,72,16,190
105017,"pseudo1",-58.0079458769,-3.37491897395,0,NA,271,88,440,328,219,109,266,2437,38,278,278
105018,"pseudo1",-52.7246125435,-33.0832523073,0,NA,175,79,3567,269,89,180,139,1253,8,260,296
105019,"pseudo1",-54.8496125435,-18.3582523073,0,NA,251,123,1747,333,145,188,261,1704,57,89,340
105020,"pseudo1",-46.7496125435,-5.38325230729,0,NA,255,123,447,336,169,167,254,1420,68,40,185
105021,"pseudo1",-52.3579458769,-23.124918974,0,NA,206,126,2633,292,97,195,233,1433,31,186,437
105022,"pseudo1",-66.2162792102,-8.78325230729,0,NA,261,106,508,324,190,134,260,2100,52,100,468
105023,"pseudo1",-42.7412792102,-7.49158564062,0,NA,270,126,766,350,190,160,268,1020,75,6,139
105024,"pseudo1",-40.5246125435,-5.82491897395,0,NA,247,101,799,313,183,130,242,669,93,15,52
105025,"pseudo1",-52.6246125435,-21.824918974,0,NA,233,121,2278,311,127,184,253,1363,43,123,486
105026,"pseudo1",-71.5996125435,-15.3582523073,0,NA,28,181,1731,141,-116,257,43,832,85,13,396
105027,"pseudo1",-41.4079458769,-19.2165856406,0,NA,241,120,1728,324,144,180,254,1346,66,56,432
105028,"pseudo1",-41.2746125435,-6.79991897395,0,NA,260,111,1023,338,186,152,253,867,85,5,53
105029,"pseudo1",-50.1329458769,-21.7415856406,0,NA,217,128,2552,300,101,199,242,1423,59,81,574
105030,"pseudo1",-76.6079458769,-3.88325230729,0,NA,262,89,378,317,211,106,261,2346,11,458,547
105031,"pseudo1",-74.5662792102,-1.35825230729,0,NA,260,94,600,314,201,113,253,2916,23,461,493
105032,"pseudo1",-44.4996125435,-2.80825230729,0,NA,271,87,369,327,224,103,269,1955,70,46,46
105033,"pseudo1",-40.4079458769,-17.1332523073,0,NA,240,102,1643,309,160,149,245,1248,37,154,320
105034,"pseudo1",-40.6079458769,-14.4832523073,0,NA,206,94,1425,269,131,138,216,664,64,33,219
105035,"pseudo1",-40.7579458769,-7.30825230729,0,NA,251,110,956,325,178,147,247,766,87,5,115
105036,"pseudo1",-52.0246125435,-11.399918974,0,NA,265,133,802,352,166,186,270,1900,69,11,645
105037,"pseudo1",-68.2912792102,-19.7415856406,0,NA,71,146,3145,176,-49,225,104,209,127,0,135
105038,"pseudo1",-58.8662792102,-2.98325230729,0,NA,266,86,419,323,218,105,262,2454,43,254,258
105039,"pseudo1",-75.1912792102,-11.2082523073,0,NA,128,112,602,197,50,147,126,1861,40,185,386
105040,"pseudo1",-38.1079458769,-5.54991897395,0,NA,271,103,674,337,209,128,269,802,96,5,77
105041,"pseudo1",-66.6746125435,-8.96658564062,0,NA,259,108,555,323,186,137,262,2151,51,99,469
105042,"pseudo1",-70.1079458769,1.00841435938,0,NA,255,91,481,313,204,109,249,3519,27,573,584
105043,"pseudo1",-55.4662792102,-17.574918974,0,NA,264,121,1770,351,160,191,275,1532,61,59,313
105044,"pseudo1",-53.5662792102,-2.26658564062,0,NA,268,87,588,325,220,105,262,2108,62,105,105
105045,"pseudo1",-72.8496125435,-10.424918974,0,NA,253,108,421,323,184,139,253,2063,39,190,337
105046,"pseudo1",-48.6496125435,-18.024918974,0,NA,243,137,1489,325,125,200,252,1553,73,22,326
105047,"pseudo1",-52.3829458769,-28.224918974,0,NA,184,103,3146,281,90,191,197,1895,14,364,390
105048,"pseudo1",-39.9746125435,-8.84158564062,0,NA,248,125,1490,329,163,166,257,548,77,9,162
105049,"pseudo1",-61.2996125435,-9.34158564062,0,NA,249,117,543,333,159,174,248,2235,65,37,219
105050,"pseudo1",-74.7412792102,2.54174769271,0,NA,237,102,411,295,177,118,235,2000,29,309,357
105051,"pseudo1",-72.1746125435,-11.2415856406,0,NA,245,114,488,321,174,147,244,2327,36,231,413
105052,"pseudo1",-71.5079458769,3.44174769271,0,NA,267,91,953,342,215,127,257,2246,61,125,137
105053,"pseudo1",-62.5246125435,-10.974918974,0,NA,239,127,486,330,151,179,240,2179,59,62,272
105054,"pseudo1",-42.3746125435,-3.57491897395,0,NA,272,97,667,335,211,124,266,1745,72,53,64
105055,"pseudo1",-60.6329458769,3.40841435938,0,NA,272,102,549,332,214,118,265,1419,84,58,153
105056,"pseudo1",-54.1746125435,0.875081026047,0,NA,250,95,663,320,201,119,245,2377,48,154,221
105057,"pseudo1",-54.8829458769,-17.999918974,0,NA,261,124,1762,345,155,190,271,1655,59,74,338
105058,"pseudo1",-45.1746125435,-2.82491897395,0,NA,271,93,366,332,221,111,268,2162,66,68,68
105059,"pseudo1",-47.9829458769,-1.02491897395,0,NA,267,87,407,321,221,100,262,2891,61,146,146
105060,"pseudo1",-75.2329458769,-11.574918974,0,NA,84,126,713,159,-4,163,82,1182,51,78,253
105061,"pseudo1",-70.6579458769,-12.3415856406,0,NA,247,96,605,305,184,121,248,4983,35,617,1262
105062,"pseudo1",-50.1162792102,-2.54158564062,0,NA,269,106,302,332,211,121,267,2873,62,166,187
105063,"pseudo1",-71.8162792102,-1.52491897395,0,NA,262,87,523,318,209,109,264,3055,18,563,601
105064,"pseudo1",-72.5412792102,4.20008102605,0,NA,267,94,1011,342,212,130,255,2387,64,93,141
105065,"pseudo1",-67.5579458769,-16.374918974,0,NA,204,129,1231,284,106,178,213,1325,58,68,481
105066,"pseudo1",-45.0912792102,-11.524918974,0,NA,238,151,1057,340,123,217,242,1090,73,4,261
105067,"pseudo1",-62.3829458769,-21.049918974,0,NA,242,130,3464,344,113,231,275,506,69,7,219
105068,"pseudo1",-54.4079458769,-25.499918974,0,NA,210,130,3525,315,86,229,228,1928,18,339,501
105069,"pseudo1",-55.6996125435,-21.6582523073,0,NA,225,118,2442,305,113,192,244,1544,34,154,434
105070,"pseudo1",-53.7412792102,-12.749918974,0,NA,245,150,929,343,126,217,248,2325,70,24,476
105071,"pseudo1",-54.5996125435,-30.0915856406,0,NA,195,111,3872,307,90,217,211,1738,7,365,381
105072,"pseudo1",-67.7412792102,3.05008102605,0,NA,267,110,571,337,207,130,258,3169,49,313,320
105073,"pseudo1",-55.2496125435,-29.449918974,0,NA,196,112,4101,311,86,225,188,1885,10,399,414
105074,"pseudo1",-50.7412792102,-10.974918974,0,NA,277,120,733,348,193,155,282,2102,72,19,407
105075,"pseudo1",-69.0412792102,-16.024918974,0,NA,95,120,1384,168,-11,179,107,933,73,28,216
105076,"pseudo1",-66.7079458769,-18.1832523073,0,NA,60,178,3059,175,-108,283,87,638,91,7,267
105077,"pseudo1",-79.9496125435,-2.53325230729,0,NA,251,91,1166,315,190,125,262,865,101,7,501
105078,"pseudo1",-72.4746125435,-5.53325230729,0,NA,259,99,419,317,196,121,260,2644,27,341,641
105079,"pseudo1",-77.5579458769,-10.8165856406,0,NA,193,105,2006,265,104,161,218,38,88,0,25
105080,"pseudo1",-38.9662792102,-7.16658564062,0,NA,254,105,1123,326,182,144,252,1099,85,25,109
105081,"pseudo1",-68.6829458769,-0.0749189739528,0,NA,256,91,386,309,204,105,253,3858,16,711,711
105082,"pseudo1",-53.7329458769,-0.424918973953,0,NA,269,91,769,335,221,114,263,2333,43,192,271
105083,"pseudo1",-68.6329458769,-5.22491897395,0,NA,255,100,330,313,194,119,254,3087,35,319,618
105084,"pseudo1",-60.5079458769,-15.1332523073,0,NA,244,146,1439,335,127,208,252,1676,64,56,313
105085,"pseudo1",-63.3579458769,3.02508102605,0,NA,236,103,338,294,180,114,231,2140,31,353,372
105086,"pseudo1",-49.5496125435,-18.2582523073,0,NA,247,128,1410,327,141,186,254,1490,72,18,318
105087,"pseudo1",-48.9329458769,-12.1332523073,0,NA,265,118,645,348,177,171,264,1683,70,13,181
105088,"pseudo1",-77.8579458769,-2.17491897395,0,NA,218,99,414,276,164,112,215,3493,13,675,728
105089,"pseudo1",-60.4079458769,-15.3582523073,0,NA,240,146,1530,332,122,210,249,1623,63,57,295
105090,"pseudo1",-72.2496125435,-3.89158564062,0,NA,259,93,421,313,203,110,258,2936,20,469,640
105091,"pseudo1",-56.5246125435,-6.77491897395,0,NA,255,111,440,338,173,165,251,2516,52,104,358
105092,"pseudo1",-65.7246125435,-12.8915856406,0,NA,264,122,830,351,177,174,267,1676,60,68,337
105093,"pseudo1",-46.0246125435,-4.87491897395,0,NA,262,111,513,334,191,143,259,1396,72,39,121
105094,"pseudo1",-73.8412792102,-13.2415856406,0,NA,156,165,975,258,45,213,158,930,68,39,210
105095,"pseudo1",-50.2496125435,-25.9165856406,0,NA,173,123,3276,271,56,215,208,1572,23,276,470
105096,"pseudo1",-58.0246125435,-11.8415856406,0,NA,248,134,897,338,137,201,251,2269,70,26,424
105097,"pseudo1",-72.1329458769,-15.624918974,0,NA,186,177,1357,294,58,236,198,283,104,2,174
105098,"pseudo1",-63.2912792102,-3.29158564062,0,NA,265,89,377,321,215,106,261,2716,28,356,403
105099,"pseudo1",-66.9246125435,-20.2332523073,0,NA,98,156,3832,211,-47,258,132,168,119,0,105
105100,"pseudo1",-48.1579458769,-9.29158564062,0,NA,261,119,506,339,180,159,258,2076,67,16,227
105101,"pseudo1",-71.4996125435,-8.24158564062,0,NA,254,102,554,314,182,132,257,2268,42,179,623
105102,"pseudo1",-65.1746125435,-2.31658564062,0,NA,264,93,312,318,212,106,261,3899,18,682,748
105103,"pseudo1",-67.6079458769,-1.34991897395,0,NA,255,86,412,306,205,101,252,3634,16,650,650
105104,"pseudo1",-51.4746125435,-8.65825230729,0,NA,253,136,430,343,156,187,253,2126,60,36,491
105105,"pseudo1",-68.8746125435,-0.966585640619,0,NA,253,86,371,302,203,99,252,3771,15,669,786
105106,"pseudo1",-47.1162792102,-23.4415856406,0,NA,187,107,2347,265,89,176,211,1584,53,132,582
105107,"pseudo1",-73.7496125435,-11.0582523073,0,NA,268,119,510,342,192,150,269,1739,39,178,439
105108,"pseudo1",-73.6579458769,-3.10825230729,0,NA,263,102,386,319,201,118,262,3539,10,715,820
105109,"pseudo1",-62.0329458769,-15.949918974,0,NA,236,135,1716,321,129,192,249,1327,55,74,394
105110,"pseudo1",-64.8829458769,0.600081026047,0,NA,269,99,341,324,215,109,264,2792,27,475,475
105111,"pseudo1",-74.4912792102,-8.84158564062,0,NA,262,110,487,329,191,138,265,1863,35,199,567
105112,"pseudo1",-53.8162792102,-19.4332523073,0,NA,236,117,1521,309,144,165,245,1789,54,98,378
105113,"pseudo1",-37.5329458769,-10.9832523073,0,NA,244,81,1384,303,183,120,229,1237,53,135,202
105114,"pseudo1",-60.3329458769,-9.57491897395,0,NA,248,121,505,335,152,183,249,2324,65,44,251
105115,"pseudo1",-62.5996125435,3.08341435938,0,NA,255,107,418,315,195,120,249,2021,45,287,318
105116,"pseudo1",-44.8579458769,-19.399918974,0,NA,227,133,1772,305,114,191,239,1537,76,30,569
105117,"pseudo1",-71.3829458769,-0.774918973953,0,NA,261,85,557,318,209,109,263,3100,20,552,594
105118,"pseudo1",-54.0162792102,-22.4165856406,0,NA,231,118,2067,315,133,182,243,1714,40,178,523
105119,"pseudo1",-62.8412792102,-12.6665856406,0,NA,249,129,629,338,159,179,251,1830,62,43,382
105120,"pseudo1",-63.8079458769,-21.2415856406,0,NA,235,140,3708,340,83,257,265,939,74,8,409
105121,"pseudo1",-52.5246125435,-8.83325230729,0,NA,253,139,460,351,153,198,253,2465,62,36,547
105122,"pseudo1",-52.0912792102,-30.4582523073,0,NA,184,92,3506,283,92,191,217,1516,8,318,382
105123,"pseudo1",-76.5162792102,1.18341435938,0,NA,188,97,399,243,131,112,183,4187,23,724,767
105124,"pseudo1",-59.7162792102,-0.0999189739528,0,NA,271,91,491,328,217,111,266,2228,44,265,265
105125,"pseudo1",-75.3829458769,10.2584143594,0,NA,276,95,404,333,214,119,275,1214,70,26,213
105126,"pseudo1",-48.8329458769,-11.5415856406,0,NA,264,121,618,350,174,176,264,1775,69,15,191
105127,"pseudo1",-49.3162792102,-15.824918974,0,NA,229,92,886,294,157,137,230,1884,69,19,223
105128,"pseudo1",-75.5246125435,-10.299918974,0,NA,174,136,615,248,83,165,176,2064,45,163,587
105129,"pseudo1",-56.5329458769,-15.9165856406,0,NA,260,115,1541,339,155,184,271,1442,59,47,565
105130,"pseudo1",-71.5329458769,5.29174769271,0,NA,266,98,939,343,209,134,253,2162,64,78,311
105131,"pseudo1",-49.5996125435,-12.3582523073,0,NA,272,113,685,350,188,162,273,1843,72,14,389
105132,"pseudo1",-46.8079458769,-14.874918974,0,NA,250,107,966,320,166,154,252,1534,74,11,177
105133,"pseudo1",-63.9162792102,-21.9082523073,0,NA,215,136,3605,319,72,247,245,1254,71,19,540
105134,"pseudo1",-69.7079458769,-1.24991897395,0,NA,255,85,395,303,206,97,255,3529,19,589,763
105135,"pseudo1",-50.6662792102,-11.6915856406,0,NA,278,117,805,350,195,155,283,2089,72,17,428
105136,"pseudo1",-72.1912792102,6.45841435938,0,NA,34,84,330,92,-19,111,33,2150,52,161,396
105137,"pseudo1",-41.5912792102,-4.62491897395,0,NA,253,118,873,335,176,159,246,1301,90,16,40
105138,"pseudo1",-51.7996125435,-17.924918974,0,NA,234,118,1106,307,142,165,241,1867,62,58,691
105139,"pseudo1",-62.7996125435,-9.49991897395,0,NA,254,109,559,330,173,157,252,2620,59,60,309
105140,"pseudo1",-63.5746125435,-14.5915856406,0,NA,257,119,1366,336,162,174,268,1612,59,86,479
105141,"pseudo1",-65.9746125435,-13.049918974,0,NA,263,122,855,347,174,173,266,1687,59,80,334
105142,"pseudo1",-75.3912792102,1.12508102605,0,NA,256,90,637,317,204,113,251,3669,36,451,451
105143,"pseudo1",-42.7996125435,-14.4332523073,0,NA,234,111,1235,303,149,154,241,913,84,1,390
105144,"pseudo1",-64.8162792102,-17.099918974,0,NA,262,128,1925,343,151,192,279,3230,50,304,1226
105145,"pseudo1",-44.8412792102,-4.34991897395,0,NA,274,102,655,342,210,132,270,1848,78,42,54
105146,"pseudo1",-51.3662792102,-6.38325230729,0,NA,246,121,286,321,170,151,246,2203,49,122,325
105147,"pseudo1",-62.9996125435,3.53341435938,0,NA,254,108,346,315,195,120,249,2296,33,379,455
105148,"pseudo1",-46.7746125435,-20.499918974,0,NA,212,117,1909,279,104,175,226,1691,69,47,600
105149,"pseudo1",-51.0746125435,-12.8082523073,0,NA,271,119,825,347,183,164,275,1910,69,14,409
105150,"pseudo1",-60.4996125435,1.02508102605,0,NA,273,96,544,331,215,116,265,1980,62,173,250
105151,"pseudo1",-65.9246125435,-16.7582523073,0,NA,229,130,1542,307,119,188,239,2503,54,185,825
105152,"pseudo1",-61.7329458769,-19.5832523073,0,NA,251,136,2723,349,135,214,277,488,52,24,184
105153,"pseudo1",-57.6079458769,-21.8332523073,0,NA,252,110,2935,340,147,193,279,1489,36,151,461
105154,"pseudo1",-49.8412792102,-24.2332523073,0,NA,176,127,3091,264,37,227,207,1509,34,205,458
105155,"pseudo1",-39.4246125435,-12.5415856406,0,NA,233,73,1529,291,175,116,244,735,24,99,189
105156,"pseudo1",-72.6746125435,3.30841435938,0,NA,272,93,1023,345,217,128,262,2129,57,130,160
105157,"pseudo1",-53.1162792102,-3.59158564062,0,NA,245,93,454,303,189,114,240,1753,66,91,141
105158,"pseudo1",-63.2579458769,-5.09158564062,0,NA,262,90,276,320,212,108,260,2408,40,229,292
105159,"pseudo1",-51.8662792102,-5.74991897395,0,NA,248,114,332,317,178,139,244,2108,54,114,247
105160,"pseudo1",-66.3829458769,-15.349918974,0,NA,254,104,1618,324,159,165,265,2401,48,208,616
105161,"pseudo1",-52.9829458769,-31.574918974,0,NA,189,110,3739,298,84,214,147,1494,14,282,360
105162,"pseudo1",-53.8579458769,-20.6915856406,0,NA,240,112,1577,312,151,161,250,1648,47,112,382
105163,"pseudo1",-52.5912792102,-32.349918974,0,NA,182,93,3811,284,82,202,138,1354,13,252,329
105164,"pseudo1",-42.5746125435,-6.57491897395,0,NA,264,115,827,345,191,154,256,1387,74,14,168
105165,"pseudo1",-67.9412792102,-13.5915856406,0,NA,255,111,1232,328,174,154,262,2017,51,171,517
105166,"pseudo1",-45.0496125435,-22.5082523073,0,NA,187,126,2311,267,68,199,209,1792,64,79,706
105167,"pseudo1",-61.9246125435,-1.05825230729,0,NA,270,95,317,325,217,108,266,2274,28,366,366
105168,"pseudo1",-55.1246125435,-12.874918974,0,NA,244,144,919,343,135,208,245,2113,70,15,444
105169,"pseudo1",-44.0329458769,-7.75825230729,0,NA,261,113,894,340,188,152,257,1108,70,6,73
105170,"pseudo1",-63.1662792102,-11.1915856406,0,NA,246,123,457,331,165,166,246,2195,56,82,287
105171,"pseudo1",-71.1996125435,-13.899918974,0,NA,11,145,1504,100,-107,207,23,1043,67,39,387
105172,"pseudo1",-76.4412792102,-11.7082523073,0,NA,-4,116,1458,66,-88,154,12,571,80,11,304
105173,"pseudo1",-45.0412792102,-10.274918974,0,NA,246,145,876,347,140,207,249,1168,74,1,241
105174,"pseudo1",-56.2662792102,-6.64991897395,0,NA,260,111,448,343,179,164,256,2413,52,105,346
105175,"pseudo1",-72.8412792102,-3.94158564062,0,NA,262,94,420,316,206,110,260,2951,18,490,670
105176,"pseudo1",-51.8829458769,1.77508102605,0,NA,256,88,608,323,205,118,253,2793,43,203,264
105177,"pseudo1",-68.5912792102,-4.40825230729,0,NA,254,96,293,310,199,111,254,2894,28,375,573
105178,"pseudo1",-74.6996125435,-10.224918974,0,NA,242,117,379,310,167,143,243,2759,39,291,633
105179,"pseudo1",-59.8912792102,-13.149918974,0,NA,212,131,665,297,111,186,214,2312,63,53,442
105180,"pseudo1",-46.8829458769,-13.3082523073,0,NA,258,107,728,331,181,150,257,1645,74,10,163
105181,"pseudo1",-48.9829458769,-12.674918974,0,NA,264,114,675,344,179,165,263,1763,72,16,177
105182,"pseudo1",-73.2662792102,-8.25825230729,0,NA,253,99,597,315,182,133,256,2175,40,179,600
105183,"pseudo1",-62.1829458769,-15.2165856406,0,NA,246,133,1546,331,140,191,257,1426,63,60,447
105184,"pseudo1",-66.9162792102,-7.98325230729,0,NA,257,110,443,320,185,135,259,2519,48,130,553
105185,"pseudo1",-60.1329458769,-13.4582523073,0,NA,222,134,748,307,120,187,225,2327,62,55,465
105186,"pseudo1",-78.0162792102,-9.24158564062,0,NA,78,120,1188,149,-8,157,93,225,85,1,124
105187,"pseudo1",-60.7746125435,-14.3832523073,0,NA,212,139,1102,300,104,196,217,2220,67,55,446
105188,"pseudo1",-73.5246125435,-15.8915856406,0,NA,144,93,1982,219,67,152,167,50,107,0,34
105189,"pseudo1",-65.9496125435,-15.6415856406,0,NA,255,104,1713,325,157,168,267,2899,48,252,924
105190,"pseudo1",-77.0496125435,1.14174769271,0,NA,131,96,182,183,78,105,130,1949,16,367,506
105191,"pseudo1",-50.2162792102,-18.1832523073,0,NA,250,122,1280,326,152,174,254,1748,68,32,206
105192,"pseudo1",-48.0579458769,-13.974918974,0,NA,255,96,748,328,183,145,255,1975,72,12,224
105193,"pseudo1",-78.4412792102,8.10260472031e-05,0,NA,157,127,125,228,84,144,157,1083,45,68,386
105194,"pseudo1",-41.9662792102,-6.76658564062,0,NA,263,117,947,345,186,159,260,1103,78,8,117
105195,"pseudo1",-60.5329458769,-11.7582523073,0,NA,222,129,445,312,126,186,223,2285,63,50,267
105196,"pseudo1",-72.5746125435,0.100081026047,0,NA,268,89,716,325,210,115,261,2898,38,348,393
105197,"pseudo1",-60.5329458769,-11.9665856406,0,NA,222,129,432,311,126,185,223,2237,63,49,267
105198,"pseudo1",-62.3579458769,-12.5582523073,0,NA,242,131,561,332,149,183,244,1929,62,46,238
105199,"pseudo1",-64.2329458769,-2.79158564062,0,NA,267,91,319,321,213,108,263,3136,22,480,526
