"siteid","spid","x","y","occ","group","alt","asp2","ontprec","ontprec4","ontprecsd","ontslp","onttemp","onttempsd","onttmin4","ontveg","watdist"
15430,"pseudo1",-89.6834937739,53.9841525969,0,NA,207,0.9103665,609,32,46,0.2320479,-47,14395,-97,2,261911.8
15431,"pseudo1",-81.2584933345,49.4008190245,0,NA,235,-0.8137335,914,47,23,0.4960521,-9,12848,-63,3,182374.3
15432,"pseudo1",-80.5834932993,46.1091521862,0,NA,186,-0.862698,981,63,14,0.8250728,37,10996,-12,3,522545.9
15433,"pseudo1",-85.8418269069,54.4758192892,0,NA,104,0.7071068,544,28,51,0.1496669,-51,14214,-106,3,65023.73
15434,"pseudo1",-88.8084937283,53.2174858903,0,NA,245,0.8269265,641,36,45,0.1068433,-40,14243,-91,2,298286
15435,"pseudo1",-78.9251598795,46.367485533,0,NA,288,0.9228804,984,63,20,1.386172,23,11413,-26,2,487368.1
15436,"pseudo1",-79.4334932393,44.3841520962,0,NA,216,6.123032e-17,905,59,11,0,54,10064,2,3,706757.1
15437,"pseudo1",-80.7251599734,43.6341520571,0,NA,400,-0.99535,1014,74,10,0.04278775,50,9737,-1,4,796951.3
15438,"pseudo1",-91.7084938795,49.8091523792,0,NA,399,0.2124296,796,48,33,0.3573812,-6,13351,-47,3,721009.4
15439,"pseudo1",-90.6751604923,55.5758193466,0,NA,129,-0.9486833,531,26,47,0.08366646,-62,14551,-112,3,166060.8
15440,"pseudo1",-84.7334935158,52.9258192084,0,NA,112,0.8804712,644,35,44,0.1640831,-37,14007,-91,2,164051.4
15441,"pseudo1",-94.241827345,52.0591524965,0,NA,332,0.9889364,607,30,47,0.0328167,-19,14182,-57,2,552327.3
15442,"pseudo1",-83.2084934362,50.9008191028,0,NA,133,0.9486834,808,46,26,0.09567624,-17,13481,-70,3,155721.6
15443,"pseudo1",-80.7084933058,46.3341521979,0,NA,233,-0.9501575,936,61,15,0.3955678,31,11241,-17,2,500362.7
15444,"pseudo1",-89.8001604467,49.7174857077,0,NA,448,0.3495907,795,47,33,0.668094,-19,13241,-70,2,621724.4
15445,"pseudo1",-89.7584937778,54.0008192644,0,NA,204,0.9992009,608,32,46,0.121466,-47,14400,-97,2,262833.4
15446,"pseudo1",-92.5584939239,50.7674857625,0,NA,420,0.9486834,713,39,43,0.1640831,-11,13470,-50,2,671920.6
15447,"pseudo1",-92.9168272759,53.4008192332,0,NA,315,0.9750667,623,31,48,0.4214029,-36,14413,-80,2,394249.8
15448,"pseudo1",-83.7084934623,47.2508189124,0,NA,481,0.2799998,1033,56,17,0.2625318,4,11255,-47,2,464565.4
15449,"pseudo1",-79.5751599134,44.9008187898,0,NA,217,-0.2425356,1072,66,15,0.1717786,47,10263,-4,2,649665
15450,"pseudo1",-87.2918269825,50.5091524157,0,NA,307,0.6431923,805,42,34,0.5896764,-22,13412,-72,2,421781.6
15451,"pseudo1",-79.7418265888,45.1174854678,0,NA,243,-0.872143,1125,69,17,0.04151021,44,10383,-8,2,625848.8
15452,"pseudo1",-95.0584940542,51.8008191497,0,NA,344,-0.1339178,587,29,46,0.01037755,-16,14161,-51,2,592673.9
15453,"pseudo1",-88.3084937022,50.5008190819,0,NA,322,-0.666795,763,41,36,0.339296,-22,13397,-75,2,486569.1
15454,"pseudo1",-86.2001602589,54.2508192775,0,NA,134,0.5368755,565,31,49,0.2067704,-49,14246,-103,2,97511.1
15455,"pseudo1",-77.9751598299,46.2091521914,0,NA,220,0.6938932,913,59,20,0.6709888,25,11669,-23,2,514034.6
15456,"pseudo1",-83.3834934453,49.9091523844,0,NA,215,-0.7071068,870,51,18,0.02075511,-13,13128,-65,2,209881
15457,"pseudo1",-91.2918271911,49.5424856986,0,NA,435,0.7071068,804,48,35,1.02433,-8,13241,-52,2,725979.9
15458,"pseudo1",-82.0168267074,46.5258188746,0,NA,397,0.2095291,907,64,17,0.1542731,17,10981,-33,2,506686.8
15459,"pseudo1",-87.7334936722,52.2674858407,0,NA,250,-0.9486833,688,41,42,0.1320845,-30,13999,-80,1,340696.1
15460,"pseudo1",-90.9584938404,52.6841525291,0,NA,316,0.7525767,695,37,45,0.2890828,-34,14233,-83,1,430583.3
15461,"pseudo1",-88.925160401,48.8008189932,0,NA,482,0.9792604,783,43,28,0.3388196,-10,12122,-59,2,621348.6
15462,"pseudo1",-86.2834935966,55.6008193479,0,NA,23,0.9647638,487,24,54,0.1122503,-59,14275,-116,2,14293.99
15463,"pseudo1",-94.1168273385,52.1424858342,0,NA,326,0.4740998,608,30,47,0.3534423,-20,14199,-58,2,542273
15464,"pseudo1",-77.866826491,44.9591521262,0,NA,365,-0.9132313,884,63,11,0.07903305,34,10733,-14,2,652227.9
15465,"pseudo1",-91.9751605601,48.9341523335,0,NA,442,0.8532819,730,47,37,0.342298,0,13032,-40,2,803488.9
15466,"pseudo1",-95.1251607244,52.4924858524,0,NA,326,0.1414214,569,26,45,0.02320492,-22,14356,-58,3,518717.6
15467,"pseudo1",-84.0834934819,53.2841525604,0,NA,103,0.9899495,593,29,48,0.09845003,-42,13972,-97,3,122412.6
15468,"pseudo1",-82.3168267231,52.292485842,0,NA,46,0.3713906,609,26,50,0.0622653,-31,13632,-87,1,31993.72
15469,"pseudo1",-91.441827199,52.3008191758,0,NA,414,0.9486833,716,38,44,0.3114965,-33,14088,-79,2,484484.8
15470,"pseudo1",-90.3584938091,53.7174859163,0,NA,225,0.8666224,625,32,45,0.2995116,-44,14413,-93,2,311347
15471,"pseudo1",-84.4834935027,47.4841522579,0,NA,353,0.4066851,1069,54,18,1.159623,10,10835,-39,2,468791
15472,"pseudo1",-81.6251600203,46.2174855252,0,NA,238,0.2095291,892,62,16,0.05588482,30,10693,-19,2,530190.4
15473,"pseudo1",-93.6334939799,52.5841525239,0,NA,325,0.9829943,623,31,47,0.6706678,-25,14246,-66,2,488311.5
15474,"pseudo1",-85.3751602159,53.692485915,0,NA,104,0.3162278,592,32,48,0.08105124,-43,14122,-98,3,145497
15475,"pseudo1",-83.2418267713,52.6258191927,0,NA,48,6.123032e-17,615,29,47,0.1485836,-33,13798,-88,3,73501.65
15476,"pseudo1",-80.9834933202,51.1508191158,0,NA,28,-0.7071068,755,39,35,0.02320492,-19,13082,-75,2,7514.62
15477,"pseudo1",-84.8501601885,50.3758190754,0,NA,150,6.123032e-17,858,55,22,0.02320492,-14,13255,-65,3,281540.1
15478,"pseudo1",-81.3001600034,48.9591523348,0,NA,273,-0.8320503,910,47,22,0,-8,12705,-60,2,230976.1
15479,"pseudo1",-91.8418272198,52.2174858381,0,NA,411,0.9970545,706,37,44,0.1253923,-30,14045,-75,2,505879.4
15480,"pseudo1",-91.1584938508,54.2591526113,0,NA,221,0.1961162,598,30,47,0.09397267,-49,14498,-97,3,299559
15481,"pseudo1",-93.4584939708,51.0758191119,0,NA,425,-0.919145,663,35,44,0.7777151,-14,13645,-52,2,656345.5
15482,"pseudo1",-90.3918271442,51.2258191197,0,NA,379,-0.9922779,783,44,40,0.03113266,-24,13893,-74,2,537391.1
15483,"pseudo1",-87.3584936527,49.5508190324,0,NA,387,-0.1961162,848,41,29,0.4457429,-17,12463,-66,2,481952.5
15484,"pseudo1",-94.241827345,53.0258192136,0,NA,297,-0.3162278,594,29,47,0.04278775,-26,14443,-65,2,446128.2
15485,"pseudo1",-82.1584933815,47.6508189333,0,NA,397,0.6291982,820,48,22,0.128363,3,11926,-49,2,385213.3
15486,"pseudo1",-92.1751605705,54.3008192801,0,NA,268,-0.9572114,595,29,48,0.3066182,-47,14532,-94,2,296059.8
15487,"pseudo1",-81.2251599994,50.1508190637,0,NA,209,0.08304548,875,46,26,0.399226,-15,13025,-68,2,99398.84
15488,"pseudo1",-89.4834937635,50.6508190897,0,NA,359,-0.9958932,764,45,39,0.2971653,-23,13612,-76,2,556706.9
15489,"pseudo1",-84.1668268195,50.4674857468,0,NA,106,0.1961162,840,52,20,0.1058306,-13,13313,-64,2,232054.8
15490,"pseudo1",-92.4168272498,48.6591523192,0,NA,374,0.8395702,723,47,44,0.1996154,7,12923,-32,2,846861.9
15491,"pseudo1",-85.6918268991,48.3508189698,0,NA,491,0.08540116,913,55,18,1.320043,-8,11068,-56,2,450971.1
15492,"pseudo1",-86.0334935836,54.0091525982,0,NA,119,-0.5144957,579,32,48,0,-46,14200,-100,2,117553.9
15493,"pseudo1",-88.8501603971,54.3924859515,0,NA,138,-0.3162278,577,31,47,0,-49,14398,-100,2,196508.6
15494,"pseudo1",-84.5584935066,52.0341524952,0,NA,139,-0.9333456,730,43,35,0.1364952,-30,13890,-82,3,184788.7
15495,"pseudo1",-77.3668264649,44.2758187572,0,NA,111,-0.9847835,915,71,11,0.4183252,56,10299,6,2,733815.6
15496,"pseudo1",-82.3084933893,50.4424857455,0,NA,80,-0.9912279,838,46,26,0.1907883,-7,13237,-60,1,112927.7
15497,"pseudo1",-84.4418268339,51.8174858172,0,NA,117,0.7071068,748,44,33,0.07903305,-27,13816,-79,2,180943
15498,"pseudo1",-85.5084935562,52.7424858655,0,NA,162,0.9103664,675,39,41,0.05588482,-36,14041,-88,2,217509.6
15499,"pseudo1",-83.7334934636,51.5258191354,0,NA,80,-0.7071068,753,43,31,0.1870834,-22,13688,-76,2,147634
15500,"pseudo1",-86.2751602628,52.8424858707,0,NA,159,-0.9284767,668,40,43,0.02075511,-35,14105,-87,3,247371.3
15501,"pseudo1",-81.9418267035,50.100819061,0,NA,159,0.9974587,868,46,25,0.2139378,-7,13074,-60,2,122652.5
15502,"pseudo1",-90.2668271377,50.8008190976,0,NA,396,-0.5812383,795,46,38,0.01037755,-22,13760,-73,3,570943.3
15503,"pseudo1",-83.3084934414,52.6924858629,0,NA,49,0.8320503,614,29,47,0.1300302,-34,13806,-89,2,74628.39
15504,"pseudo1",-85.6001602276,49.384152357,0,NA,368,-0.7863184,837,48,24,0.7426608,-15,12543,-67,1,375806.2
15505,"pseudo1",-79.2584932302,43.1174853635,0,NA,113,0.8798208,927,72,11,2.13862,76,9527,21,4,847504
15506,"pseudo1",-83.9918268104,50.9924857742,0,NA,103,0.9701424,811,49,25,0.0328167,-18,13534,-70,2,198124.4
15507,"pseudo1",-90.5584938196,52.3841525135,0,NA,352,0.9284766,723,39,43,0.2625318,-33,14139,-83,2,447861.2
15508,"pseudo1",-82.8084934154,50.6341524222,0,NA,163,0.3713906,830,46,25,0.1441693,-15,13362,-67,2,134471.7
15509,"pseudo1",-79.7751599238,43.1091520297,0,NA,211,-0.9931506,925,75,11,0.360979,69,9579,16,4,849014.1
15510,"pseudo1",-89.9168271194,53.5174859059,0,NA,242,0.1414213,640,34,45,0.1249621,-43,14322,-93,2,314833.2
15511,"pseudo1",-83.4418267817,50.5258190832,0,NA,158,0.9486834,843,50,21,0.3064426,-15,13379,-67,2,181278.8
15512,"pseudo1",-93.8001606553,48.7258189893,0,NA,365,-0.7071068,679,42,53,0.05188776,11,13034,-24,2,909418.6
15513,"pseudo1",-90.0084937909,50.6091524209,0,NA,368,0.9816154,786,46,38,0.6878666,-21,13682,-73,3,579651.7
15514,"pseudo1",-94.6501606996,51.8758191536,0,NA,359,-1,601,30,46,0.05291534,-18,14160,-54,2,577780.8
15515,"pseudo1",-83.6001601233,50.6258190884,0,NA,136,-0.8574929,835,50,22,0.2139378,-15,13410,-67,2,188557.6
15516,"pseudo1",-86.1668269238,52.8258192032,0,NA,158,0.9998477,669,40,42,0.01037755,-35,14095,-87,2,247796.4
15517,"pseudo1",-81.025159989,49.1841523466,0,NA,264,0.8017459,915,47,22,0.5293419,-10,12777,-64,2,204311.8
15518,"pseudo1",-90.7001604936,52.1424858342,0,NA,375,-0.1104316,736,40,43,0.3971978,-31,14082,-81,3,474298.4
15519,"pseudo1",-89.4418270946,49.0341523387,0,NA,468,0.9805807,776,46,29,0.2890828,-12,12609,-62,1,641366.8
15520,"pseudo1",-91.8834938887,51.6424858081,0,NA,397,0.9805807,722,39,42,0.02320492,-22,13849,-67,3,563262.6
15521,"pseudo1",-82.9418267556,49.4258190258,0,NA,239,-0.8574929,867,49,19,0.242265,-8,12927,-59,2,226296.8
15522,"pseudo1",-85.766826903,52.1258191667,0,NA,185,-0.5812382,733,44,37,0,-31,13961,-82,2,253183
15523,"pseudo1",-93.2084939578,51.3008191236,0,NA,394,-0.9761871,667,35,44,0.04278775,-16,13702,-55,3,629949.4
15524,"pseudo1",-82.2418267191,48.3008189672,0,NA,335,-0.3162278,773,43,25,0.1856387,-2,12289,-52,2,316132.7
15525,"pseudo1",-94.5834940295,49.167485679,0,NA,337,0.9216354,626,38,51,0.02320492,8,13410,-25,2,877541.8
15526,"pseudo1",-80.7001599721,46.5008188733,0,NA,266,0.3047755,913,59,16,0.05291534,28,11436,-21,2,481188.3
15527,"pseudo1",-87.5084936605,55.5424860115,0,NA,73,0.857493,507,26,51,0.3907747,-60,14392,-115,2,46701.08
15528,"pseudo1",-83.0834934297,46.8508188915,0,NA,430,0.1788855,982,63,16,0.7439644,13,11143,-39,2,488721.8
15529,"pseudo1",-82.8418267504,49.5341523648,0,NA,222,-0.07669649,874,50,20,0.1392292,-8,12934,-58,2,211647.2
15530,"pseudo1",-88.2834937009,53.9924859307,0,NA,148,0.7893524,594,33,47,0.04151021,-44,14317,-95,2,217308.3
15531,"pseudo1",-83.5168267856,51.5424858029,0,NA,74,-0.7071068,742,42,32,0.1445423,-22,13660,-75,3,134245.9
15532,"pseudo1",-93.5668273098,50.8674857677,0,NA,406,-0.9834084,661,35,44,1.558668,-10,13629,-47,2,680387.6
15533,"pseudo1",-87.88349368,50.2424857351,0,NA,322,-0.9823385,795,40,34,0.1037754,-20,13245,-72,2,472458.3
15534,"pseudo1",-86.4418269382,53.0091525461,0,NA,166,0.9284767,654,39,43,0.06563339,-37,14132,-88,3,232296.1
15535,"pseudo1",-80.2334932811,45.6924854978,0,NA,229,0.731894,1100,67,17,0.1673326,39,10676,-9,2,564939.8
15536,"pseudo1",-90.900160504,53.8091525878,0,NA,233,0.3162278,623,32,47,0.1146237,-44,14433,-93,2,324135.5
15537,"pseudo1",-90.3251604741,54.6508192983,0,NA,143,-1.83691e-16,570,29,47,0.08557545,-52,14515,-101,2,229965.8
15538,"pseudo1",-77.866826491,44.2924854248,0,NA,188,-0.886914,862,66,10,0.8613347,52,10231,3,4,725166.2
15539,"pseudo1",-93.0501606162,53.7258192501,0,NA,285,-0.6291983,606,30,48,0.08366646,-37,14500,-81,2,358297.3
15540,"pseudo1",-82.9334934219,49.5758190337,0,NA,254,0.9572114,878,50,19,0.09790156,-11,12990,-62,2,212950.5
15541,"pseudo1",-83.1751601011,54.3674859502,0,NA,41,-0.7071068,494,19,57,0.08105124,-52,13798,-111,3,48020.05
15542,"pseudo1",-83.9918268104,53.1258192188,0,NA,99,-0.9701425,604,30,47,0.04151021,-40,13948,-96,2,114652.9
15543,"pseudo1",-94.4168273541,52.8841525395,0,NA,331,0.1643988,592,28,47,0.08366646,-26,14405,-64,2,463945.5
15544,"pseudo1",-80.3001599512,48.3174856347,0,NA,352,-0.9670746,841,46,23,0.4824054,-7,12596,-57,2,278401.6
15545,"pseudo1",-83.6584934597,50.6591524235,0,NA,151,0.9246781,833,50,22,0.01037755,-17,13414,-69,2,192040
15546,"pseudo1",-94.816827375,51.7258191458,0,NA,359,0.9968153,598,30,46,0.2803839,-16,14099,-51,2,596503.6
15547,"pseudo1",-81.1834933306,48.3841523048,0,NA,302,-0.6277524,870,48,22,0.1456556,-4,12489,-55,2,293610.1
15548,"pseudo1",-91.6501605432,50.7341524274,0,NA,398,0.7071068,760,44,39,0.1160244,-14,13616,-57,2,635196.4
15549,"pseudo1",-79.9418265992,50.2758190702,0,NA,275,0.9486834,849,44,31,0.1584061,-25,12953,-80,2,66253.16
15550,"pseudo1",-82.6751600751,50.1508190637,0,NA,116,0.9805807,867,49,22,0.1485836,-6,13181,-59,2,153890.1
15551,"pseudo1",-89.7418271103,49.1841523466,0,NA,496,-0.9987097,784,46,31,0.6333452,-15,12811,-66,2,649139.2
15552,"pseudo1",-90.4668271481,48.4758189763,0,NA,470,0.9990562,739,42,42,0.1183222,5,11937,-46,2,738687
15553,"pseudo1",-84.6668268456,48.5758189815,0,NA,401,0.06237811,845,48,20,0.8926388,-8,11926,-58,1,379668.9
15554,"pseudo1",-93.5334939747,51.8008191497,0,NA,356,0.9578263,640,33,45,0.1974457,-19,13993,-59,2,575569.5
15555,"pseudo1",-92.9001606083,48.7341523231,0,NA,345,0.8293258,711,45,47,1.064121,10,12886,-27,2,869984.7
15556,"pseudo1",-80.8751599812,47.0591522357,0,NA,368,-0.5034038,870,55,20,0.8059295,12,11824,-38,2,424599.8
15557,"pseudo1",-86.700160285,54.9174859789,0,NA,116,-0.413803,530,28,50,0.07554969,-56,14318,-111,3,82880.77
15558,"pseudo1",-90.5584938196,48.7508189906,0,NA,483,-0.9907666,755,40,42,0.07483357,-2,12431,-52,3,726077.4
15559,"pseudo1",-84.6918268469,54.1341526047,0,NA,106,0.2144075,547,27,52,0.5500914,-50,14074,-105,2,107568.7
15560,"pseudo1",-90.6168271559,54.1924859411,0,NA,222,-0.9922779,601,31,46,0.06644874,-49,14488,-98,2,279209.8
15561,"pseudo1",-87.5418269956,53.4174859007,0,NA,171,0.8682432,622,36,46,0.2139378,-39,14219,-90,2,224631.3
15562,"pseudo1",-85.3084935457,53.4091525669,0,NA,117,0.7071068,614,34,46,0.0374168,-41,14116,-95,3,177708.6
15563,"pseudo1",-88.5251603802,54.6008192957,0,NA,147,0.1104313,565,30,47,0.07903305,-52,14382,-103,2,166988.2
15564,"pseudo1",-89.6668271064,48.2924856334,0,NA,320,-0.09903694,754,48,31,1.767921,10,11660,-39,2,695880.8
15565,"pseudo1",-89.3084937544,56.0008193688,0,NA,116,1,505,26,48,0.2201401,-67,14520,-121,2,85774.35
15566,"pseudo1",-79.5501599121,46.1841521901,0,NA,191,0.8,1037,65,15,0,35,11193,-14,3,506967.3
15567,"pseudo1",-84.150160152,50.1258190623,0,NA,127,0.9191451,839,52,19,0.1058306,-11,13145,-63,2,244968.7
15568,"pseudo1",-81.6334933541,42.8924853518,0,NA,222,-0.9424278,970,80,12,0.1907883,69,9624,15,4,888780.9
15569,"pseudo1",-88.8501603971,53.3841525656,0,NA,232,0.9863939,635,36,46,0.4266093,-41,14251,-92,1,288143.7
15570,"pseudo1",-90.8084938326,53.8091525878,0,NA,219,1,620,32,46,0.05588482,-44,14426,-93,3,320119.2
15571,"pseudo1",-76.4168264153,44.6758187781,0,NA,135,-0.9629641,899,68,11,0.6289093,50,10731,3,4,708908.2
15572,"pseudo1",-89.7751604454,53.7841525865,0,NA,208,-0.9408875,619,33,45,0.121466,-45,14357,-94,3,284613
15573,"pseudo1",-86.7584936214,50.175819065,0,NA,339,0.9995412,837,44,31,0.09845003,-22,13202,-72,1,408948.1
15574,"pseudo1",-94.6668273672,50.2008190663,0,NA,370,-0.3424481,607,35,45,0.8669411,1,13667,-30,2,763685.2
15575,"pseudo1",-85.0084935301,49.850819048,0,NA,241,0.8715755,844,53,21,0.2136859,-14,12928,-64,2,313395.7
15576,"pseudo1",-92.4501605849,53.8091525878,0,NA,255,0.1961161,611,30,48,0.1913519,-39,14482,-85,2,348905
15577,"pseudo1",-83.5834934558,52.1008191654,0,NA,76,0.9899495,686,36,39,0.1210219,-28,13794,-82,3,117382.6
15578,"pseudo1",-95.1168273906,51.609152473,0,NA,347,-0.9970545,590,29,46,0.1328973,-14,14073,-48,2,614553.3
15579,"pseudo1",-86.9751602993,49.1174856764,0,NA,429,-0.7665204,865,45,25,0.4286239,-14,11652,-59,2,477639.3
15580,"pseudo1",-86.9668269656,52.1591525017,0,NA,226,0.1414214,710,43,40,0.0374168,-30,13983,-81,2,328957.3
15581,"pseudo1",-87.5168269943,49.5758190337,0,NA,385,0.9870073,840,40,30,0.1893719,-17,12540,-66,2,491793.6
15582,"pseudo1",-80.5334932967,44.3341520936,0,NA,302,0.07554097,1012,67,12,3.459469,50,9743,0,2,717070.4
15583,"pseudo1",-88.891827066,55.8924860298,0,NA,109,-0.06651895,504,26,49,0.1993455,-66,14478,-120,2,79832.8
15584,"pseudo1",-94.0084939995,49.0758190076,0,NA,332,0.9191451,669,40,50,0.01467608,11,13240,-22,5,883521.1
15585,"pseudo1",-82.891826753,53.0674858824,0,NA,38,-0.7071068,565,24,52,0.102207,-38,13768,-94,2,40629.2
15586,"pseudo1",-85.9668269134,51.7591524809,0,NA,167,-0.5144958,762,47,36,0.06644874,-26,13875,-77,2,283697.2
15587,"pseudo1",-84.0918268156,54.0841526021,0,NA,188,0.9863939,538,25,54,0.2741697,-55,13999,-112,2,109525.6
15588,"pseudo1",-83.6584934597,52.0091524939,0,NA,82,-0.7071068,697,38,38,0.01037755,-27,13772,-82,2,124080.9
15589,"pseudo1",-85.9334935783,50.3758190754,0,NA,231,0.7592566,858,51,28,0.1856387,-19,13364,-69,2,347867.2
15590,"pseudo1",-75.2418263541,45.3174854782,0,NA,69,-0.8574929,976,70,13,0.01037755,48,11285,5,4,676581.5
15591,"pseudo1",-90.0918271285,54.8258193075,0,NA,124,0.9805807,561,29,47,0.0328167,-53,14499,-103,3,205586.1
15592,"pseudo1",-89.3001604206,54.1841526073,0,NA,155,6.123032e-17,593,32,46,0.07338035,-47,14373,-97,2,230134.3
15593,"pseudo1",-82.7751600803,47.8091522749,0,NA,395,-0.9980526,802,44,23,0.07483357,2,11992,-49,3,380947.2
15594,"pseudo1",-87.741827006,51.8341524848,0,NA,290,0.9980526,714,42,41,0.4783705,-29,13880,-79,2,385334.2
15595,"pseudo1",-91.5084938691,53.8924859255,0,NA,267,-0.5368755,619,31,47,0.03113266,-45,14459,-92,2,343829.3
15596,"pseudo1",-82.2751600542,42.6841520076,0,NA,186,-0.6000001,863,77,15,0.06563339,77,9791,22,4,922210.1
15597,"pseudo1",-76.1834930698,45.109152134,0,NA,135,0.7071068,858,64,12,0.1452855,45,11167,0,3,669575.3
15598,"pseudo1",-93.0501606162,53.1591525539,0,NA,304,-0.5279342,626,31,47,0.4433205,-32,14359,-74,2,420945.2
15599,"pseudo1",-82.891826753,46.4008188681,0,NA,259,-0.9958433,956,70,17,1.826568,29,10659,-23,2,533241.8
15600,"pseudo1",-77.1501597869,44.2341520884,0,NA,108,-0.9805807,946,73,12,0.08366646,57,10271,7,2,742097.9
15601,"pseudo1",-87.7584936735,54.6424859646,0,NA,115,0.1414213,553,30,48,0.04402823,-51,14343,-104,3,148286.4
15602,"pseudo1",-81.2668266683,47.4841522579,0,NA,398,0.9486834,865,53,21,0.060511,2,11988,-48,2,388173.3
15603,"pseudo1",-79.0334932185,45.650818829,0,NA,467,0.5686357,1044,68,14,0.6418734,21,10980,-28,2,566479.6
15604,"pseudo1",-80.7251599734,47.3924855865,0,NA,538,0.03224103,860,52,20,1.919158,-4,12088,-52,2,385119
15605,"pseudo1",-83.6251601246,49.8424857142,0,NA,247,0.1498056,858,51,17,0.0328167,-15,13097,-65,2,228621.7
15606,"pseudo1",-92.1751605705,53.0091525461,0,NA,287,0.7071068,651,33,46,0.126674,-32,14285,-77,2,440058.7
15607,"pseudo1",-83.7751601324,50.2841524039,0,NA,164,0.6401844,849,51,19,0.08557545,-14,13279,-65,2,212874.9
15608,"pseudo1",-80.4251599577,44.3591520949,0,NA,451,0.3105753,998,65,12,0.6833909,41,9803,-8,2,714209.4
15609,"pseudo1",-80.5084932954,42.6091520037,0,NA,187,-0.9997027,1034,89,12,0.2389079,73,9522,18,4,907969.2
15610,"pseudo1",-80.0501599382,50.5091524157,0,NA,255,-0.06651922,833,43,31,0.1396154,-27,12965,-83,2,56313.25
15611,"pseudo1",-82.0001600399,49.384152357,0,NA,219,0.7071068,885,48,24,0.5019863,-5,12834,-55,2,196127.3
15612,"pseudo1",-83.8334934688,52.7341525317,0,NA,83,-0.1414214,631,32,45,0.0886658,-35,13891,-90,2,106683.1
15613,"pseudo1",-86.5334936096,50.5091524157,0,NA,304,0.7546054,833,46,32,0.3378648,-23,13436,-74,1,375028.5
15614,"pseudo1",-82.283493388,47.4591522566,0,NA,414,0.9383432,841,50,20,0.3016611,5,11792,-48,2,408062.2
15615,"pseudo1",-82.283493388,53.2424858916,0,NA,11,-0.3162278,532,20,56,0.06312417,-40,13605,-98,2,4053.584
15616,"pseudo1",-81.9418267035,50.6174857547,0,NA,72,0.9899495,818,43,28,0.0886658,-9,13203,-63,2,80470.6
15617,"pseudo1",-87.383493654,50.0758190597,0,NA,338,-0.5913638,821,41,32,0.0328167,-20,13094,-71,2,451709.1
15618,"pseudo1",-80.7084933058,46.4174855356,0,NA,233,-0.3624462,924,60,15,0.1183222,30,11345,-19,3,490838.6
15619,"pseudo1",-92.8001606031,51.0591524444,0,NA,432,6.123032e-17,697,38,43,0.2612983,-15,13557,-55,2,652018.6
15620,"pseudo1",-91.8668272211,53.5924859098,0,NA,275,0.9383431,630,32,47,0.121466,-40,14424,-87,2,376673.6
15621,"pseudo1",-85.3418268808,55.2674859972,0,NA,13,0.8944272,489,23,55,0.1083447,-55,14181,-114,3,6643.094
15622,"pseudo1",-95.0084940516,51.2341524535,0,NA,344,0.2425358,592,31,46,0.4640882,-9,13961,-43,2,654111.3
15623,"pseudo1",-80.0334932706,45.5674854913,0,NA,255,-0.9922779,1135,69,18,0.2855219,39,10640,-10,2,576942.9
15624,"pseudo1",-89.0001604049,56.7174860728,0,NA,18,1,470,24,49,0.1584061,-70,14524,-127,2,13430.96
15625,"pseudo1",-84.8918268573,48.3091523009,0,NA,447,-0.3321251,928,53,20,0.5260771,-7,11515,-57,2,413313.2
15626,"pseudo1",-89.1334937452,51.2341524535,0,NA,360,0.9486834,744,43,41,0.3218682,-28,13771,-82,2,488468.6
15627,"pseudo1",-83.3418267765,48.4091523062,0,NA,346,0.08662937,788,41,24,0.9565055,-3,12304,-53,2,336978.2
15628,"pseudo1",-86.4001602693,54.6758192996,0,NA,93,6.123032e-17,539,29,51,0.1353065,-52,14290,-106,3,73242.24
15629,"pseudo1",-92.3251605784,50.1841523987,0,NA,379,-0.1606755,734,43,41,0.06312417,-4,13372,-42,3,713789.6
15630,"pseudo1",-83.5418267869,53.3424858968,0,NA,74,-0.3162278,569,26,51,0.0886658,-42,13897,-99,2,87496.54
15631,"pseudo1",-90.2584938039,54.5341526256,0,NA,157,0.9980526,580,30,46,0.09397267,-51,14502,-100,2,235483.5
15632,"pseudo1",-83.9834934766,46.9924855656,0,NA,607,0.9899495,1108,61,17,2.42798,-1,10911,-51,2,499005.6
15633,"pseudo1",-86.0334935836,48.3258189685,0,NA,457,0.8205591,908,53,17,2.122576,-5,10743,-52,2,472124.2
15634,"pseudo1",-87.6918270034,54.1424859385,0,NA,125,0.4472136,580,33,47,0.1907883,-45,14303,-98,3,175602.1
15635,"pseudo1",-91.7168272133,49.5091523635,0,NA,408,-0.919145,803,49,32,0.6472191,-5,13268,-45,3,749068.6
15636,"pseudo1",-82.5001600659,52.8008192019,0,NA,14,-0.9805807,571,24,53,0.05188776,-35,13673,-92,2,21867.23
15637,"pseudo1",-91.6168272081,53.3924858994,0,NA,283,-0.06651895,644,33,46,0.4234423,-39,14365,-86,3,390709.3
15638,"pseudo1",-90.6751604923,53.2008192227,0,NA,303,-0.7071068,667,35,45,0.01467608,-41,14314,-89,3,371255.1
15639,"pseudo1",-88.4168270412,56.2591527156,0,NA,33,6.123032e-17,482,24,50,0.09281959,-66,14491,-122,2,30644.98
15640,"pseudo1",-83.21682677,47.3091522488,0,NA,516,0.3999445,938,53,19,1.404527,2,11526,-50,2,444188.8
15641,"pseudo1",-94.4668273567,49.9091523844,0,NA,357,-0.919145,623,37,46,0.7306021,5,13601,-26,2,793645.3
