"siteid","spid","x","y","occ","group","age","deficit","dem","hillshade","mas","mat","r2pet","rain","slope","sseas","toxicats","tseas","vpd"
104773,"pseudo1",2207850,5517250,0,NA,2,0,1180,205,1304,50,40,1263,8,-9,1,25,26
104774,"pseudo1",2712650,5989050,0,NA,2,154,114,190,1408,123,23,919,4,-17,1,52,37
104775,"pseudo1",2435650,5809550,0,NA,2,0,1260,184,1380,57,46,1649,30,-3,1,23,29
104776,"pseudo1",2404850,5743150,0,NA,2,3,446,175,1388,100,23,1129,1,-24,1,-20,47
104777,"pseudo1",2060050,5504650,0,NA,2,0,375,66,1211,83,130,3840,30,9,1,175,17
104778,"pseudo1",2252850,5546050,0,NA,2,179,585,192,1335,78,13,514,4,-37,1,-293,40
104779,"pseudo1",2340050,5583150,0,NA,2,123,232,175,1285,99,15,631,1,24,1,-130,37
104780,"pseudo1",2560750,5878050,0,NA,2,0,1423,225,1452,53,56,2238,31,-43,1,74,37
104781,"pseudo1",2197550,5601050,0,NA,2,5,997,152,1384,66,38,1277,29,-53,1,-59,31
104782,"pseudo1",2039650,5513850,0,NA,2,0,520,27,1196,75,155,4643,48,27,1,217,7
104783,"pseudo1",2643750,6240850,0,NA,2,0,216,176,1451,123,42,1960,16,-12,1,2,29
104784,"pseudo1",2741150,6022650,0,NA,2,157,142,207,1412,120,24,949,6,-22,1,-36,38
104785,"pseudo1",2249050,5517850,0,NA,2,17,827,173,1297,64,25,847,4,-10,1,-128,32
104786,"pseudo1",2706650,6452350,0,NA,0,20,196,178,1491,135,33,1760,1,18,0,8,35
104787,"pseudo1",2240550,5508650,0,NA,2,4,844,179,1286,64,27,907,4,-4,1,-78,30
104788,"pseudo1",2352550,5731350,0,NA,2,105,675,196,1399,87,18,810,3,-29,1,-116,48
104789,"pseudo1",2223950,5627150,0,NA,2,13,793,94,1387,79,33,1206,25,-49,1,-113,37
104790,"pseudo1",2655250,6511450,0,NA,2,58,39,180,1532,147,25,1396,0,-3,1,54,37
104791,"pseudo1",2689350,6178550,0,NA,2,24,119,155,1438,127,31,1450,11,-17,1,-139,41
104792,"pseudo1",2067950,5574750,0,NA,2,0,523,187,1212,79,180,5939,24,44,1,146,4
104793,"pseudo1",2759950,6109150,0,NA,2,0,838,168,1381,83,45,1741,24,15,1,245,21
104794,"pseudo1",2649650,6536250,0,NA,2,22,163,179,1523,143,29,1643,8,10,1,135,34
104795,"pseudo1",2640750,6209250,0,NA,2,0,160,190,1450,123,44,1996,5,-21,1,-47,32
104796,"pseudo1",2530650,5984150,0,NA,2,0,495,137,1522,101,38,1624,18,-64,1,-90,34
104797,"pseudo1",2458750,5867150,0,NA,2,0,1270,221,1394,57,79,2877,35,-1,1,-36,24
104798,"pseudo1",2761750,6340050,0,NA,2,10,228,163,1476,127,33,1666,5,15,1,-89,33
104799,"pseudo1",2687150,6152950,0,NA,2,34,195,132,1456,122,25,1182,9,-30,1,-27,40
104800,"pseudo1",2806950,6363450,0,NA,2,4,103,183,1528,135,33,1850,7,2,1,-81,42
104801,"pseudo1",2163550,5528850,0,NA,2,41,500,132,1363,88,29,1028,16,-59,1,-116,42
104802,"pseudo1",2668550,6233050,0,NA,2,0,173,201,1430,125,41,1854,15,-6,1,-98,33
104803,"pseudo1",2844650,6172850,0,NA,2,229,0,180,1452,137,15,771,0,-4,1,-112,49
104804,"pseudo1",2467550,5942550,0,NA,2,0,998,229,1418,71,63,2234,22,-2,1,-80,20
104805,"pseudo1",2303850,5772250,0,NA,2,0,222,198,1276,105,120,4445,11,58,1,-131,21
104806,"pseudo1",2741350,6272450,0,NA,2,10,595,190,1436,108,33,1474,4,14,1,67,29
104807,"pseudo1",2297750,5619950,0,NA,2,209,344,181,1348,96,12,535,8,-13,2,-319,45
104808,"pseudo1",2380850,5807650,0,NA,2,0,1035,238,1298,69,180,6059,30,53,1,-10,13
104809,"pseudo1",2607950,6670050,0,NA,2,74,34,188,1517,155,26,1520,3,53,1,41,38
104810,"pseudo1",2734750,6100150,0,NA,2,74,60,180,1413,128,22,984,0,-11,1,-9,34
104811,"pseudo1",2880550,6330150,0,NA,2,0,257,132,1485,125,41,2122,23,25,1,-138,30
104812,"pseudo1",2749950,6208650,0,NA,2,0,1225,159,1420,67,49,1948,6,8,1,160,23
104813,"pseudo1",2305550,5614050,0,NA,2,16,881,198,1321,72,25,923,12,7,1,-91,33
104814,"pseudo1",2774650,6280950,0,NA,2,16,546,142,1464,110,28,1321,9,1,1,-13,30
104815,"pseudo1",2801550,6168850,0,NA,2,47,297,195,1475,120,24,1264,7,-18,1,-96,50
104816,"pseudo1",2340550,5708550,0,NA,2,0,1050,204,1350,71,31,1201,22,9,1,0,33
104817,"pseudo1",2464550,6014550,0,NA,2,0,501,161,1477,99,62,2546,32,-28,1,-40,28
104818,"pseudo1",2475750,5861050,0,NA,2,55,582,142,1443,92,25,1081,12,-45,1,-207,47
104819,"pseudo1",2505350,5811050,0,NA,2,195,205,157,1428,111,17,760,6,-45,1,-193,55
104820,"pseudo1",2379550,5917650,0,NA,2,0,179,187,1333,111,74,2883,4,44,1,56,23
104821,"pseudo1",2439150,5750350,0,NA,2,95,225,178,1391,108,21,891,0,-28,1,-152,46
104822,"pseudo1",2452150,5931150,0,NA,2,0,622,111,1398,90,58,2121,20,5,1,-127,26
104823,"pseudo1",2742650,6391550,0,NA,2,51,26,180,1491,140,23,1231,0,14,1,-83,38
104824,"pseudo1",2797750,6161350,0,NA,2,1,629,146,1456,102,31,1491,20,-7,1,59,42
104825,"pseudo1",2199350,5545850,0,NA,2,0,1402,222,1342,40,40,1171,17,-40,1,89,26
104826,"pseudo1",2094450,5603250,0,NA,1,0,300,156,1230,91,169,6054,15,48,1,92,8
104827,"pseudo1",2188050,5638850,0,NA,2,0,1590,94,1325,36,110,3398,30,9,1,190,11
104828,"pseudo1",2122150,5481950,0,NA,2,0,633,144,1276,75,39,1234,19,-21,1,77,31
104829,"pseudo1",2588850,6048750,0,NA,2,71,148,131,1463,121,25,1102,17,-19,1,282,33
104830,"pseudo1",2800550,6184450,0,NA,2,48,328,187,1490,121,24,1297,7,-21,1,-27,53
104831,"pseudo1",2747050,6102050,0,NA,2,34,140,194,1388,123,25,1119,7,6,1,2,30
104832,"pseudo1",2207050,5409650,0,NA,2,0,162,182,1214,94,45,1356,5,5,1,131,28
104833,"pseudo1",2796550,6150750,0,NA,2,25,414,186,1451,112,27,1332,7,-8,1,-34,45
104834,"pseudo1",2813050,6148750,0,NA,2,111,255,192,1449,120,19,950,3,-4,1,-106,45
104835,"pseudo1",2116450,5495250,0,NA,2,0,948,174,1267,59,50,1494,19,-15,1,152,23
104836,"pseudo1",2735450,6368750,0,NA,2,26,190,160,1478,129,26,1341,6,12,1,-29,32
104837,"pseudo1",2468150,5923850,0,NA,2,0,950,88,1392,74,63,2179,26,12,1,-121,18
104838,"pseudo1",2273050,5562050,0,NA,2,230,457,177,1349,87,9,437,0,-40,2,-266,44
104839,"pseudo1",2474350,5781250,0,NA,2,98,311,200,1407,105,20,900,8,-30,1,-61,47
104840,"pseudo1",2462050,5988750,0,NA,2,0,625,174,1464,92,56,2239,32,-24,1,-67,27
104841,"pseudo1",2245650,5596950,0,NA,2,35,1033,191,1367,63,28,958,20,-45,1,-108,35
104842,"pseudo1",2299250,5751850,0,NA,2,0,780,38,1277,82,165,5732,34,60,1,-64,14
104843,"pseudo1",2769950,6266650,0,NA,0,31,357,180,1458,120,23,1131,0,0,0,-86,35
104844,"pseudo1",2061750,5555050,0,NA,2,0,843,239,1206,63,181,5467,30,39,1,211,0
104845,"pseudo1",2666150,6180050,0,NA,2,15,106,105,1446,128,32,1489,14,-21,1,-59,38
104846,"pseudo1",2292450,5649150,0,NA,2,247,391,180,1382,95,10,496,0,-34,1,-368,48
104847,"pseudo1",2409750,5708350,0,NA,2,129,144,179,1415,109,17,776,0,-55,1,-173,48
104848,"pseudo1",2958250,6320450,0,NA,2,27,311,158,1504,127,30,1663,15,13,1,20,51
104849,"pseudo1",2415350,5802750,0,NA,2,0,1570,228,1354,40,67,2363,29,20,1,109,21
104850,"pseudo1",2074450,5497050,0,NA,2,0,1613,51,1193,23,168,3850,29,27,1,374,0
104851,"pseudo1",2177550,5519750,0,NA,2,0,955,194,1329,62,40,1285,13,-34,1,-8,32
104852,"pseudo1",2536850,5846850,0,NA,2,94,153,188,1452,116,24,1100,6,-56,1,-95,59
104853,"pseudo1",2303550,5706750,0,NA,2,0,1438,130,1427,51,38,1470,14,-47,1,125,36
104854,"pseudo1",2311550,5675850,0,NA,2,172,634,178,1388,88,15,651,0,-28,1,-236,45
104855,"pseudo1",2826050,6226450,0,NA,2,17,507,115,1484,113,29,1434,15,-9,1,5,46
104856,"pseudo1",2830450,6222850,0,NA,2,0,673,198,1482,104,34,1682,6,-5,1,58,42
104857,"pseudo1",2899450,6296150,0,NA,2,0,682,193,1481,104,35,1708,5,19,1,78,35
104858,"pseudo1",2793650,6252450,0,NA,2,0,779,162,1455,94,38,1683,6,3,1,-8,29
104859,"pseudo1",2786150,6287350,0,NA,2,15,411,175,1471,116,26,1274,1,1,1,-145,34
104860,"pseudo1",2278750,5484850,0,NA,2,26,421,173,1249,84,24,831,4,17,1,44,35
104861,"pseudo1",2286950,5675750,0,NA,2,116,562,183,1421,91,18,817,1,-53,1,-237,49
104862,"pseudo1",2691150,6143050,0,NA,2,101,71,177,1464,130,19,963,8,-37,1,-10,42
104863,"pseudo1",2036850,5437750,0,NA,2,0,630,194,1192,67,97,2561,33,9,1,260,12
104864,"pseudo1",2324650,5670150,0,NA,2,4,645,127,1332,86,23,957,15,17,1,-205,39
104865,"pseudo1",2082150,5447750,0,NA,1,4,90,171,1249,95,43,1309,3,-24,1,61,34
104866,"pseudo1",2614050,6557350,0,NA,2,46,149,117,1501,142,24,1321,11,32,1,136,33
104867,"pseudo1",2468050,5979450,0,NA,2,0,1195,122,1448,63,71,2513,30,-11,1,1,16
104868,"pseudo1",2441350,5938250,0,NA,2,0,259,124,1395,108,55,2151,17,8,1,-92,30
104869,"pseudo1",2466350,6054750,0,NA,2,0,105,218,1477,123,62,2793,28,-24,1,12,31
104870,"pseudo1",2707250,6466350,0,NA,2,43,70,158,1502,143,25,1387,9,13,1,-4,38
104871,"pseudo1",2936750,6307650,0,NA,2,15,394,205,1492,121,28,1520,10,17,1,32,46
104872,"pseudo1",2702850,6313550,0,NA,2,3,237,190,1431,126,34,1621,6,19,1,-58,30
104873,"pseudo1",2459450,5758250,0,NA,2,149,114,178,1392,112,18,766,0,-29,1,-184,48
104874,"pseudo1",2246050,5544750,0,NA,2,239,503,198,1342,82,11,436,8,-47,1,-324,42
104875,"pseudo1",2779850,6209550,0,NA,2,0,1088,150,1447,77,36,1525,11,0,1,127,32
104876,"pseudo1",2763650,6021750,0,NA,2,141,65,202,1410,129,27,1106,9,-13,1,80,41
104877,"pseudo1",2318350,5728150,0,NA,0,0,894,177,1420,78,41,1787,1,-39,0,-73,45
104878,"pseudo1",2563450,5908350,0,NA,2,0,1995,26,1477,23,43,1642,37,-54,1,224,27
104879,"pseudo1",2150650,5628950,0,NA,2,0,1568,183,1265,35,173,5179,35,48,1,230,0
104880,"pseudo1",2950450,6265950,0,NA,2,88,80,199,1478,137,24,1305,12,17,1,7,51
104881,"pseudo1",2102750,5530250,0,NA,2,0,319,177,1273,90,41,1352,3,-21,1,22,29
104882,"pseudo1",2082350,5448550,0,NA,2,0,150,168,1248,93,45,1348,8,-23,1,61,33
104883,"pseudo1",2698650,6464750,0,NA,2,32,81,167,1503,143,27,1497,9,9,1,-14,37
104884,"pseudo1",2737950,6273250,0,NA,2,7,575,149,1433,109,33,1488,7,14,1,56,29
104885,"pseudo1",2680550,6438050,0,NA,2,38,54,185,1482,143,26,1390,1,17,1,55,36
104886,"pseudo1",2623850,6224850,0,NA,2,0,164,188,1468,126,46,2141,3,-27,1,41,31
104887,"pseudo1",2720850,6064750,0,NA,2,0,455,200,1402,99,56,2302,13,-3,1,99,27
104888,"pseudo1",2651050,6469750,0,NA,2,0,318,187,1517,130,37,1912,10,-3,1,129,30
104889,"pseudo1",2510650,6020450,0,NA,2,60,85,198,1553,122,33,1467,7,-85,1,-127,48
104890,"pseudo1",2721850,6343150,0,NA,2,37,49,176,1456,134,26,1267,1,13,1,-161,33
104891,"pseudo1",2627350,6183650,0,NA,2,29,127,162,1458,126,29,1327,7,-24,1,91,33
104892,"pseudo1",2176150,5416950,0,NA,2,10,60,179,1231,99,32,1033,0,-10,1,69,30
104893,"pseudo1",2709650,6148550,0,NA,2,77,74,181,1447,129,21,1020,1,-27,1,-99,41
104894,"pseudo1",2827050,6364350,0,NA,2,10,105,156,1534,133,28,1548,9,1,1,-151,42
104895,"pseudo1",2466250,5802950,0,NA,2,117,384,181,1412,101,20,871,7,-32,1,-150,49
104896,"pseudo1",2854150,6324950,0,NA,2,0,482,211,1495,112,42,2051,21,16,1,-84,27
104897,"pseudo1",2368850,5811250,0,NA,2,0,500,205,1298,94,166,6103,9,51,1,-18,19
104898,"pseudo1",2152650,5501150,0,NA,2,49,265,177,1329,97,24,903,0,-44,1,-99,44
104899,"pseudo1",2313750,5657850,0,NA,2,105,742,175,1352,82,17,720,5,-2,1,-164,40
104900,"pseudo1",2335950,5752850,0,NA,2,0,1845,244,1363,28,110,3838,33,9,1,222,21
104901,"pseudo1",2632450,6229750,0,NA,2,0,174,192,1462,124,41,1905,8,-22,1,11,30
104902,"pseudo1",2431650,5745050,0,NA,2,81,203,177,1396,109,21,908,0,-32,1,-183,46
104903,"pseudo1",2458050,5800650,0,NA,2,7,790,140,1400,82,30,1200,22,-22,1,-64,41
104904,"pseudo1",2099250,5331650,0,NA,2,0,251,192,1163,84,73,2079,8,14,1,284,15
104905,"pseudo1",2523350,5950050,0,NA,2,1,703,233,1503,89,37,1610,23,-59,1,-166,36
104906,"pseudo1",2737250,6238050,0,NA,2,0,640,183,1421,102,48,2113,0,13,1,0,29
104907,"pseudo1",2342050,5793450,0,NA,2,0,816,216,1285,79,248,8578,27,57,1,-13,11
104908,"pseudo1",2341950,5576550,0,NA,2,143,139,168,1285,102,14,591,6,21,1,-100,39
104909,"pseudo1",2808850,6254850,0,NA,2,7,723,181,1461,97,31,1416,0,0,1,-29,31
104910,"pseudo1",2635050,6604350,0,NA,2,35,39,170,1498,152,28,1609,6,50,1,72,39
104911,"pseudo1",2771450,6328350,0,NA,2,0,494,187,1473,114,38,1848,1,17,1,-4,29
104912,"pseudo1",2256850,5428350,0,NA,2,78,19,180,1214,101,23,752,0,17,1,19,33
104913,"pseudo1",2184850,5690950,0,NA,1,0,12,181,1299,112,88,3686,0,40,1,115,25
104914,"pseudo1",2918450,6322850,0,NA,2,0,722,221,1482,104,48,2409,20,30,1,98,33
104915,"pseudo1",2611650,6609550,0,NA,2,40,60,181,1480,149,26,1465,0,66,1,-6,39
104916,"pseudo1",2111150,5589650,0,NA,2,0,1140,0,1222,53,186,5764,39,56,1,174,0
104917,"pseudo1",2465150,5886250,0,NA,2,0,1288,231,1388,56,76,2558,28,7,1,-36,19
104918,"pseudo1",2435050,6017950,0,NA,2,0,103,234,1430,120,61,2732,25,2,1,-6,26
104919,"pseudo1",2649850,6537450,0,NA,2,21,177,179,1523,142,30,1648,10,11,1,146,34
104920,"pseudo1",2400950,5735150,0,NA,2,9,371,177,1387,104,21,1063,1,-25,1,-1,48
104921,"pseudo1",2474150,5918350,0,NA,2,0,1283,186,1376,57,81,2612,24,25,1,-46,10
104922,"pseudo1",2202850,5632550,0,NA,0,25,279,180,1404,105,32,1295,0,-62,0,-121,45
104923,"pseudo1",2382550,5810850,0,NA,2,0,1018,195,1296,70,179,5983,31,55,1,-10,12
104924,"pseudo1",2144250,5461450,0,NA,2,36,239,134,1268,93,28,935,13,-18,1,-8,36
104925,"pseudo1",2348650,5806950,0,NA,1,0,55,181,1299,113,124,4868,0,47,1,-94,25
104926,"pseudo1",2748350,6410550,0,NA,2,37,53,183,1491,140,26,1439,1,21,1,-73,39
104927,"pseudo1",2434950,5974350,0,NA,2,0,91,186,1406,118,73,3163,10,10,1,-36,27
104928,"pseudo1",2210750,5588550,0,NA,2,0,1696,164,1357,29,53,1489,12,-38,1,172,20
104929,"pseudo1",2862350,6318150,0,NA,2,0,276,106,1489,123,41,2046,24,16,1,-187,30
104930,"pseudo1",2466250,5747750,0,NA,1,205,58,179,1384,114,17,680,0,-29,1,-174,47
104931,"pseudo1",2637950,6564050,0,NA,2,26,105,190,1515,148,27,1575,6,23,1,154,35
104932,"pseudo1",2389050,5717850,0,NA,2,56,281,177,1392,104,18,873,0,-32,1,-121,47
104933,"pseudo1",2750050,6134450,0,NA,2,21,475,168,1403,106,30,1273,6,1,1,67,30
104934,"pseudo1",2443250,5763550,0,NA,2,94,235,177,1391,107,20,882,0,-24,1,-152,47
104935,"pseudo1",2589750,6221550,0,NA,2,0,186,182,1485,128,46,2274,1,-24,1,220,30
104936,"pseudo1",2337050,5665750,0,NA,1,85,281,182,1323,98,17,735,5,21,1,-299,42
104937,"pseudo1",2272650,5457950,0,NA,2,81,108,129,1231,98,21,732,15,17,1,-39,38
104938,"pseudo1",2046650,5425550,0,NA,2,0,42,179,1225,95,54,1587,1,-18,1,131,29
104939,"pseudo1",2334750,5804750,0,NA,2,0,308,147,1291,101,122,4532,30,52,1,-60,19
104940,"pseudo1",2610850,6011750,0,NA,2,0,340,244,1451,110,48,1938,28,-22,1,226,29
104941,"pseudo1",2358550,5660750,0,NA,2,173,75,179,1315,106,13,557,0,21,1,-192,40
104942,"pseudo1",2254450,5726850,0,NA,2,0,83,185,1276,111,107,4156,1,60,1,-53,23
104943,"pseudo1",2257950,5531650,0,NA,2,5,1148,176,1304,51,27,870,2,-15,1,-4,27
104944,"pseudo1",2398350,5897550,0,NA,2,0,718,147,1318,84,102,3438,21,52,1,-15,13
104945,"pseudo1",2305150,5769850,0,NA,2,0,528,130,1267,92,147,5096,34,65,1,-67,13
104946,"pseudo1",2791950,6127350,0,NA,2,62,280,181,1418,119,24,1155,1,1,1,-6,40
104947,"pseudo1",2168650,5641850,0,NA,0,0,2080,245,1251,10,214,5800,36,68,0,338,0
104948,"pseudo1",2396850,5853950,0,NA,2,0,322,195,1308,102,74,2681,4,50,1,-80,24
104949,"pseudo1",2138350,5420250,0,NA,2,17,10,180,1243,100,32,1029,0,-19,1,0,34
104950,"pseudo1",2180150,5593750,0,NA,2,0,1750,95,1362,25,61,1727,22,-33,1,223,16
104951,"pseudo1",2252750,5520450,0,NA,2,39,762,183,1301,67,22,770,3,-13,1,-149,34
104952,"pseudo1",2602450,5931250,0,NA,2,265,75,154,1493,125,14,765,5,-63,1,21,63
104953,"pseudo1",2668850,6170950,0,NA,2,27,111,88,1451,127,29,1379,18,-25,1,-29,39
104954,"pseudo1",2826650,6137750,0,NA,2,114,201,174,1438,123,23,1046,6,1,1,-87,43
104955,"pseudo1",2617250,6613150,0,NA,2,20,173,170,1478,143,29,1629,3,69,1,5,37
104956,"pseudo1",2167450,5654250,0,NA,2,0,1053,39,1260,63,161,5436,42,62,1,121,2
104957,"pseudo1",2228350,5675550,0,NA,2,0,1095,118,1326,65,129,4609,27,20,1,40,19
104958,"pseudo1",2157850,5630050,0,NA,0,0,2157,133,1258,5,200,5252,22,57,0,370,0
104959,"pseudo1",2329250,5568250,0,NA,2,134,176,178,1290,100,14,602,2,12,1,-140,40
104960,"pseudo1",2690250,6331650,0,NA,2,0,209,194,1441,128,41,1958,13,17,1,-29,30
104961,"pseudo1",2733050,6049950,0,NA,2,0,412,224,1398,103,58,2274,16,-5,1,68,31
104962,"pseudo1",2446750,5974850,0,NA,2,0,845,145,1394,80,99,3765,36,25,1,-33,13
104963,"pseudo1",2165450,5442550,0,NA,2,11,75,191,1250,100,30,1003,4,-11,1,-20,36
104964,"pseudo1",2473850,6052850,0,NA,2,0,109,175,1484,123,68,3059,4,-29,1,2,32
104965,"pseudo1",2376350,5871750,0,NA,2,0,195,157,1310,109,86,3282,11,52,1,-3,23
104966,"pseudo1",2035650,5445450,0,NA,2,0,456,109,1196,76,96,2610,21,7,1,217,14
104967,"pseudo1",2107850,5451650,0,NA,2,48,84,174,1255,97,31,982,3,-22,1,-9,36
104968,"pseudo1",2715450,6243250,0,NA,2,0,424,181,1405,114,39,1712,1,13,1,-74,29
104969,"pseudo1",2877350,6327150,0,NA,2,0,461,166,1480,115,45,2230,24,28,1,-65,26
104970,"pseudo1",2396950,5783450,0,NA,2,0,768,119,1380,84,34,1452,13,-9,1,-85,41
104971,"pseudo1",2514950,5961150,0,NA,2,0,908,194,1492,78,45,1819,26,-45,1,-113,26
104972,"pseudo1",2676750,6200150,0,NA,2,0,551,161,1424,102,48,2035,16,-6,1,0,28
104973,"pseudo1",2709350,6148150,0,NA,2,72,86,182,1447,128,21,1030,4,-27,1,-89,41
104974,"pseudo1",2179950,5446150,0,NA,2,0,263,150,1243,91,35,1143,9,-4,1,42,32
104975,"pseudo1",2176450,5441250,0,NA,2,4,142,163,1244,97,33,1072,7,-8,1,0,34
104976,"pseudo1",2335050,5679950,0,NA,2,71,326,177,1339,97,16,773,0,11,1,-339,45
104977,"pseudo1",2876050,6248350,0,NA,2,7,365,208,1475,122,32,1644,10,0,1,2,43
104978,"pseudo1",2093550,5318650,0,NA,2,0,139,206,1162,89,70,2000,10,10,1,283,17
104979,"pseudo1",2284450,5553850,0,NA,1,272,360,180,1340,91,8,382,0,-36,1,-217,45
104980,"pseudo1",2742050,6167150,0,NA,2,45,577,193,1417,103,23,1045,4,-3,1,38,33
104981,"pseudo1",2016950,5459850,0,NA,2,0,693,48,1186,64,130,3444,30,17,1,281,7
104982,"pseudo1",2601550,5947150,0,NA,2,314,58,182,1490,125,12,602,2,-55,1,-48,49
104983,"pseudo1",2729750,6011750,0,NA,1,173,59,180,1411,125,22,865,0,-26,1,-48,39
104984,"pseudo1",2680150,6141450,0,NA,2,102,59,187,1468,131,20,971,1,-38,1,49,42
104985,"pseudo1",2068250,5478350,0,NA,2,0,590,212,1237,72,64,1815,24,-11,1,198,22
104986,"pseudo1",2268150,5647450,0,NA,2,97,549,179,1389,90,16,735,0,-44,1,-277,46
104987,"pseudo1",2121550,5532050,0,NA,2,5,570,166,1292,81,34,1144,7,-23,1,15,27
104988,"pseudo1",2753150,6056150,0,NA,2,82,152,199,1392,121,28,1130,5,1,1,32,35
104989,"pseudo1",2214550,5479950,0,NA,2,33,302,167,1264,93,24,850,5,1,1,-18,35
104990,"pseudo1",2711650,6231350,0,NA,2,0,460,158,1404,111,42,1841,10,10,1,-73,28
104991,"pseudo1",2774850,6311550,0,NA,2,15,264,174,1468,125,29,1432,2,12,1,-178,32
104992,"pseudo1",2738150,6268350,0,NA,2,1,690,184,1431,102,36,1576,2,14,1,79,27
104993,"pseudo1",2255250,5587550,0,NA,2,124,536,174,1372,86,17,709,1,-50,1,-295,45
104994,"pseudo1",2304450,5679850,0,NA,0,222,637,179,1442,88,14,624,0,-73,0,-236,49
104995,"pseudo1",2767550,6021950,0,NA,2,156,19,180,1411,133,25,1044,0,-12,1,118,42
104996,"pseudo1",2504850,5808050,0,NA,2,212,138,179,1428,114,16,722,0,-46,1,-184,56
104997,"pseudo1",2239750,5520150,0,NA,2,68,780,186,1308,67,21,719,4,-20,1,-179,34
104998,"pseudo1",2826350,6262350,0,NA,2,0,720,178,1466,98,37,1686,7,5,1,-9,30
104999,"pseudo1",2456250,5818250,0,NA,2,1,853,234,1405,78,34,1302,26,-24,1,-83,40
105000,"pseudo1",2835450,6158250,0,NA,2,132,125,119,1458,128,21,1031,16,-7,1,-129,49
105001,"pseudo1",2562950,5937250,0,NA,2,63,769,204,1503,89,22,1070,22,-67,1,-106,43
105002,"pseudo1",2962350,6379850,0,NA,2,0,195,169,1502,137,43,2460,16,36,1,47,40
105003,"pseudo1",2189250,5575050,0,NA,2,0,1448,119,1371,40,45,1339,19,-50,1,99,23
105004,"pseudo1",2719650,6285150,0,NA,2,1,394,211,1421,118,34,1576,12,18,1,-26,28
105005,"pseudo1",2384350,5860950,0,NA,2,0,199,181,1308,109,77,2845,12,52,1,-43,24
105006,"pseudo1",2321750,5562650,0,NA,2,14,673,149,1284,77,25,901,8,16,1,-12,31
105007,"pseudo1",2118650,5425450,0,NA,2,5,83,183,1244,96,38,1158,2,-20,1,10,34
105008,"pseudo1",2408950,5943450,0,NA,2,0,87,220,1360,117,85,3444,11,32,1,34,25
105009,"pseudo1",2570250,5918350,0,NA,2,0,1535,108,1488,47,36,1562,26,-61,1,106,38
105010,"pseudo1",2676450,6462650,0,NA,2,66,21,181,1512,147,23,1272,0,0,1,24,36
105011,"pseudo1",2442950,5816450,0,NA,2,0,1118,202,1390,65,43,1567,23,-10,1,-29,33
105012,"pseudo1",2661750,6520250,0,NA,2,52,109,144,1533,145,25,1386,7,0,1,85,37
105013,"pseudo1",2483350,5830450,0,NA,2,109,337,125,1432,103,22,939,11,-46,1,-241,53
105014,"pseudo1",2869350,6241350,0,NA,2,27,186,148,1481,132,30,1582,11,-4,1,-80,48
105015,"pseudo1",2621850,6516850,0,NA,1,93,65,176,1510,144,22,1182,6,14,1,105,33
105016,"pseudo1",2736250,6374850,0,NA,2,20,284,134,1480,125,28,1440,12,13,1,1,31
105017,"pseudo1",2285350,5563350,0,NA,2,205,461,178,1342,87,11,479,0,-33,2,-206,43
105018,"pseudo1",2894650,6267850,0,NA,2,0,618,156,1472,108,39,1890,8,13,1,107,37
105019,"pseudo1",2955150,6320850,0,NA,2,13,421,119,1502,121,32,1715,17,14,1,52,49
105020,"pseudo1",2508550,5799350,0,NA,2,160,142,147,1423,114,18,815,11,-43,1,-114,54
105021,"pseudo1",2458450,5761250,0,NA,2,135,128,179,1393,111,18,792,0,-28,1,-173,48
105022,"pseudo1",2819350,6276850,0,NA,2,0,535,169,1471,106,33,1543,2,4,1,-122,31
105023,"pseudo1",2823150,6306850,0,NA,2,10,462,188,1492,110,31,1500,4,9,1,-143,32
105024,"pseudo1",2648650,6570050,0,NA,2,40,63,166,1522,152,25,1486,15,21,1,182,36
105025,"pseudo1",2301450,5611350,0,NA,2,198,310,187,1339,97,12,538,16,-9,1,-299,44
105026,"pseudo1",2425950,5801550,0,NA,2,0,1218,91,1373,60,44,1613,33,2,1,2,29
105027,"pseudo1",2028150,5492950,0,NA,2,0,545,130,1191,73,149,4265,34,24,1,228,8
105028,"pseudo1",2112850,5441950,0,NA,2,0,451,192,1242,80,45,1328,13,-12,1,106,28
105029,"pseudo1",2191650,5481550,0,NA,2,0,582,186,1271,79,34,1114,7,-5,1,16,32
105030,"pseudo1",2294450,5742950,0,NA,2,0,2445,78,1249,-3,290,7017,47,87,1,383,0
105031,"pseudo1",2238250,5399350,0,NA,2,0,93,184,1199,96,39,1210,11,20,1,170,26
105032,"pseudo1",2637050,6489550,0,NA,1,53,28,180,1519,144,25,1367,1,0,1,75,34
105033,"pseudo1",2194750,5410550,0,NA,2,0,136,193,1220,95,38,1177,3,0,1,121,28
105034,"pseudo1",2541350,5830350,0,NA,2,102,278,156,1438,110,23,1035,12,-48,1,-53,54
105035,"pseudo1",2239150,5623350,0,NA,2,111,668,137,1391,85,21,803,11,-57,1,-195,43
105036,"pseudo1",2076650,5558450,0,NA,2,0,665,230,1226,73,147,4631,39,25,1,158,8
105037,"pseudo1",2926550,6277350,0,NA,2,80,239,157,1479,128,21,1162,14,19,1,10,47
105038,"pseudo1",2720450,6159450,0,NA,2,41,402,143,1429,111,25,1126,18,-13,1,-33,35
105039,"pseudo1",2446850,5839150,0,NA,2,0,760,124,1406,82,44,1785,25,-19,1,-124,39
105040,"pseudo1",2442250,6030450,0,NA,2,0,315,163,1436,110,63,2755,9,2,1,6,23
